factor,level,count
context_critical_contrast_id,critical-foraging-00000553,2
context_critical_contrast_id,critical-debugging-00000554,2
context_critical_contrast_id,critical-bandit-00000555,2
context_critical_contrast_id,critical-foraging-00000556,2
context_critical_contrast_id,critical-debugging-00000557,2
context_critical_contrast_id,critical-bandit-00000558,2
context_critical_contrast_id,critical-foraging-00000559,2
context_critical_contrast_id,critical-debugging-00000560,2
context_critical_contrast_id,critical-bandit-00000561,2
context_critical_contrast_id,critical-foraging-00000562,2
context_critical_contrast_id,critical-debugging-00000563,2
context_critical_contrast_id,critical-bandit-00000564,2
context_critical_contrast_id,critical-foraging-00000565,2
context_critical_contrast_id,critical-debugging-00000566,2
context_critical_contrast_id,critical-bandit-00000567,2
context_critical_contrast_id,critical-foraging-00000568,2
context_critical_contrast_id,critical-debugging-00000569,2
context_critical_contrast_id,critical-bandit-00000570,2
context_critical_contrast_id,critical-foraging-00000571,2
context_critical_contrast_id,critical-debugging-00000572,2
context_critical_contrast_id,critical-bandit-00000573,2
context_critical_contrast_id,critical-foraging-00000574,2
context_critical_contrast_id,critical-debugging-00000575,2
context_critical_contrast_id,critical-bandit-00000576,2
context_critical_contrast_id,critical-foraging-00000577,2
context_critical_contrast_id,critical-debugging-00000578,2
context_critical_contrast_id,critical-bandit-00000579,2
context_critical_contrast_id,critical-foraging-00000580,2
context_critical_contrast_id,critical-debugging-00000581,2
context_critical_contrast_id,critical-bandit-00000582,2
context_critical_contrast_id,critical-foraging-00000583,2
context_critical_contrast_id,critical-debugging-00000584,2
context_critical_contrast_id,critical-bandit-00000585,2
context_critical_contrast_id,critical-foraging-00000586,2
context_critical_contrast_id,critical-debugging-00000587,2
context_critical_contrast_id,critical-bandit-00000588,2
context_critical_contrast_id,critical-foraging-00000589,2
context_critical_contrast_id,critical-debugging-00000590,2
context_critical_contrast_id,critical-bandit-00000591,2
context_critical_contrast_id,critical-foraging-00000592,2
context_critical_contrast_id,critical-debugging-00000593,2
context_critical_contrast_id,critical-bandit-00000594,2
context_critical_contrast_id,critical-foraging-00000595,2
context_critical_contrast_id,critical-debugging-00000596,2
context_critical_contrast_id,critical-bandit-00000597,2
context_critical_contrast_id,critical-foraging-00000598,2
context_critical_contrast_id,critical-debugging-00000599,2
context_critical_contrast_id,critical-bandit-00000600,2
context_critical_contrast_id,critical-foraging-00000601,2
context_critical_contrast_id,critical-debugging-00000602,2
context_critical_contrast_id,critical-bandit-00000603,2
context_critical_contrast_id,critical-foraging-00000604,2
context_critical_contrast_id,critical-debugging-00000605,2
context_critical_contrast_id,critical-bandit-00000606,2
context_critical_contrast_id,critical-foraging-00000607,2
context_critical_contrast_id,critical-debugging-00000608,2
context_critical_contrast_id,critical-bandit-00000609,2
context_critical_contrast_id,critical-foraging-00000610,2
context_critical_contrast_id,critical-debugging-00000611,2
context_critical_contrast_id,critical-bandit-00000612,2
context_critical_contrast_id,critical-foraging-00000613,2
context_critical_contrast_id,critical-debugging-00000614,2
context_critical_contrast_id,critical-bandit-00000615,2
context_critical_contrast_id,critical-foraging-00000616,2
context_critical_contrast_id,critical-debugging-00000617,2
context_critical_contrast_id,critical-bandit-00000618,2
context_critical_contrast_id,critical-foraging-00000619,2
context_critical_contrast_id,critical-debugging-00000620,2
context_critical_contrast_id,critical-bandit-00000621,2
context_critical_contrast_id,critical-foraging-00000622,2
context_critical_contrast_id,critical-debugging-00000623,2
context_critical_contrast_id,critical-bandit-00000624,2
context_critical_contrast_id,critical-foraging-00000625,2
context_critical_contrast_id,critical-debugging-00000626,2
context_critical_contrast_id,critical-bandit-00000627,2
context_critical_contrast_id,critical-foraging-00000628,2
context_critical_contrast_id,critical-debugging-00000629,2
context_critical_contrast_id,critical-bandit-00000630,2
context_critical_contrast_id,critical-foraging-00000631,2
context_critical_contrast_id,critical-debugging-00000632,2
context_critical_contrast_id,critical-bandit-00000633,2
context_critical_contrast_id,critical-foraging-00000634,2
context_critical_contrast_id,critical-debugging-00000635,2
context_critical_contrast_id,critical-bandit-00000636,2
context_critical_contrast_id,critical-foraging-00000637,2
context_critical_contrast_id,critical-debugging-00000638,2
context_critical_contrast_id,critical-bandit-00000639,2
context_critical_contrast_id,critical-foraging-00000640,2
context_critical_contrast_id,critical-debugging-00000641,2
context_critical_contrast_id,critical-bandit-00000642,2
context_critical_contrast_id,critical-foraging-00000643,2
context_critical_contrast_id,critical-debugging-00000644,2
context_critical_contrast_id,critical-bandit-00000645,2
context_critical_contrast_id,critical-foraging-00000646,2
context_critical_contrast_id,critical-debugging-00000647,2
context_critical_contrast_id,critical-bandit-00000648,2
context_critical_contrast_id,critical-foraging-00000649,2
context_critical_contrast_id,critical-debugging-00000650,2
context_critical_contrast_id,critical-bandit-00000651,2
context_critical_contrast_id,critical-foraging-00000652,2
context_critical_contrast_id,critical-debugging-00000653,2
context_critical_contrast_id,critical-bandit-00000654,2
context_critical_contrast_id,critical-foraging-00000655,2
context_critical_contrast_id,critical-debugging-00000656,2
context_critical_contrast_id,critical-bandit-00000657,2
context_critical_contrast_id,critical-foraging-00000658,2
context_critical_contrast_id,critical-debugging-00000659,2
context_critical_contrast_id,critical-bandit-00000660,2
context_critical_contrast_id,critical-foraging-00000661,2
context_critical_contrast_id,critical-debugging-00000662,2
context_critical_contrast_id,critical-bandit-00000663,2
context_critical_contrast_id,critical-foraging-00000664,2
context_critical_contrast_id,critical-debugging-00000665,2
context_critical_contrast_id,critical-bandit-00000666,2
context_critical_contrast_id,critical-foraging-00000667,2
context_critical_contrast_id,critical-debugging-00000668,2
context_critical_contrast_id,critical-bandit-00000669,2
context_critical_contrast_id,critical-foraging-00000670,2
context_critical_contrast_id,critical-debugging-00000671,2
context_critical_contrast_id,critical-bandit-00000672,2
context_critical_contrast_id,critical-foraging-00000673,2
context_critical_contrast_id,critical-debugging-00000674,2
context_critical_contrast_id,critical-bandit-00000675,2
context_critical_contrast_id,critical-foraging-00000676,2
context_critical_contrast_id,critical-debugging-00000677,2
context_critical_contrast_id,critical-bandit-00000678,2
context_critical_contrast_id,critical-foraging-00000679,2
context_critical_contrast_id,critical-debugging-00000680,2
context_critical_contrast_id,critical-bandit-00000681,2
context_critical_contrast_id,critical-foraging-00000682,2
context_critical_contrast_id,critical-debugging-00000683,2
context_critical_contrast_id,critical-bandit-00000684,2
context_critical_contrast_id,critical-foraging-00000685,2
context_critical_contrast_id,critical-debugging-00000686,2
context_critical_contrast_id,critical-bandit-00000687,2
context_critical_contrast_id,critical-foraging-00000688,2
context_critical_contrast_id,critical-debugging-00000689,2
context_critical_contrast_id,critical-bandit-00000690,2
context_critical_contrast_id,critical-foraging-00000691,2
context_critical_contrast_id,critical-debugging-00000692,2
context_critical_contrast_id,critical-bandit-00000693,2
context_critical_contrast_id,critical-foraging-00000694,2
context_critical_contrast_id,critical-debugging-00000695,2
context_critical_contrast_id,critical-bandit-00000696,2
context_critical_contrast_id,critical-foraging-00000697,2
context_critical_contrast_id,critical-debugging-00000698,2
context_critical_contrast_id,critical-bandit-00000699,2
context_critical_contrast_id,critical-foraging-00000700,2
context_critical_contrast_id,critical-debugging-00000701,2
context_critical_contrast_id,critical-bandit-00000702,2
context_critical_contrast_id,critical-foraging-00000703,2
context_critical_contrast_id,critical-debugging-00000704,2
context_critical_contrast_id,critical-bandit-00000705,2
context_critical_contrast_id,critical-foraging-00000706,2
context_critical_contrast_id,critical-debugging-00000707,2
context_critical_contrast_id,critical-bandit-00000708,2
context_critical_contrast_id,critical-foraging-00000709,2
context_critical_contrast_id,critical-debugging-00000710,2
context_critical_contrast_id,critical-bandit-00000711,2
context_critical_contrast_id,critical-foraging-00000712,2
context_critical_contrast_id,critical-debugging-00000713,2
context_critical_contrast_id,critical-bandit-00000714,2
context_critical_contrast_id,critical-foraging-00000715,2
context_critical_contrast_id,critical-debugging-00000716,2
context_critical_contrast_id,critical-bandit-00000717,2
context_critical_contrast_id,critical-foraging-00000718,2
context_critical_contrast_id,critical-debugging-00000719,2
context_critical_contrast_id,critical-bandit-00000720,2
context_critical_contrast_id,critical-foraging-00000721,2
context_critical_contrast_id,critical-debugging-00000722,2
context_critical_contrast_id,critical-bandit-00000723,2
context_critical_contrast_id,critical-foraging-00000724,2
context_critical_contrast_id,critical-debugging-00000725,2
context_critical_contrast_id,critical-bandit-00000726,2
context_critical_contrast_id,critical-foraging-00000727,2
context_critical_contrast_id,critical-debugging-00000728,2
context_critical_contrast_id,critical-bandit-00000729,2
context_critical_contrast_id,critical-foraging-00000730,2
context_critical_contrast_id,critical-debugging-00000731,2
context_critical_contrast_id,critical-bandit-00000732,2
context_critical_contrast_id,critical-foraging-00000733,2
context_critical_contrast_id,critical-debugging-00000734,2
context_critical_contrast_id,critical-bandit-00000735,2
context_critical_contrast_id,critical-foraging-00000736,2
context_critical_contrast_id,critical-debugging-00000737,2
context_critical_contrast_id,critical-bandit-00000738,2
context_critical_contrast_id,critical-foraging-00000739,2
context_critical_contrast_id,critical-debugging-00000740,2
context_critical_contrast_id,critical-bandit-00000741,2
context_critical_contrast_id,critical-foraging-00000742,2
context_critical_contrast_id,critical-debugging-00000743,2
context_critical_contrast_id,critical-bandit-00000744,2
context_critical_contrast_id,critical-foraging-00000745,2
context_critical_contrast_id,critical-debugging-00000746,2
context_critical_contrast_id,critical-bandit-00000747,2
context_critical_contrast_id,critical-foraging-00000748,2
context_critical_contrast_id,critical-debugging-00000749,2
context_critical_contrast_id,critical-bandit-00000750,2
context_critical_contrast_id,critical-foraging-00000751,2
context_critical_contrast_id,critical-debugging-00000752,2
context_critical_contrast_id,critical-bandit-00000753,2
context_critical_contrast_id,critical-foraging-00000754,2
context_critical_contrast_id,critical-debugging-00000755,2
context_critical_contrast_id,critical-bandit-00000756,2
context_critical_contrast_id,critical-foraging-00000757,2
context_critical_contrast_id,critical-debugging-00000758,2
context_critical_contrast_id,critical-bandit-00000759,2
context_critical_contrast_id,critical-foraging-00000760,2
context_critical_contrast_id,critical-debugging-00000761,2
context_critical_contrast_id,critical-bandit-00000762,2
context_critical_contrast_id,critical-foraging-00000763,2
context_critical_contrast_id,critical-debugging-00000764,2
context_critical_contrast_id,critical-bandit-00000765,2
context_critical_contrast_id,critical-foraging-00000766,2
context_critical_contrast_id,critical-debugging-00000767,2
context_critical_contrast_id,critical-bandit-00000768,2
context_critical_contrast_id,critical-foraging-00000769,2
context_critical_contrast_id,critical-debugging-00000770,2
context_critical_contrast_id,critical-bandit-00000771,2
context_critical_contrast_id,critical-foraging-00000772,2
context_critical_contrast_id,critical-debugging-00000773,2
context_critical_contrast_id,critical-bandit-00000774,2
context_critical_contrast_id,critical-foraging-00000775,2
context_critical_contrast_id,critical-debugging-00000776,2
context_critical_contrast_id,critical-bandit-00000777,2
context_critical_contrast_id,critical-foraging-00000778,2
context_critical_contrast_id,critical-debugging-00000779,2
context_critical_contrast_id,critical-bandit-00000780,2
context_critical_contrast_id,critical-foraging-00000781,2
context_critical_contrast_id,critical-debugging-00000782,2
context_critical_contrast_id,critical-bandit-00000783,2
context_critical_contrast_id,critical-foraging-00000784,2
context_critical_contrast_id,critical-debugging-00000785,2
context_critical_contrast_id,critical-bandit-00000786,2
context_critical_contrast_id,critical-foraging-00000787,2
context_critical_contrast_id,critical-debugging-00000788,2
context_critical_contrast_id,critical-bandit-00000789,2
context_critical_contrast_id,critical-foraging-00000790,2
context_critical_contrast_id,critical-debugging-00000791,2
context_critical_contrast_id,critical-bandit-00000792,2
context_critical_contrast_id,critical-foraging-00000793,2
context_critical_contrast_id,critical-debugging-00000794,2
context_critical_contrast_id,critical-bandit-00000795,2
context_critical_contrast_id,critical-foraging-00000796,2
context_critical_contrast_id,critical-debugging-00000797,2
context_critical_contrast_id,critical-bandit-00000798,2
context_critical_contrast_id,critical-foraging-00000799,2
context_critical_contrast_id,critical-debugging-00000800,2
context_critical_contrast_id,critical-bandit-00000801,2
context_critical_contrast_id,critical-foraging-00000802,2
context_critical_contrast_id,critical-debugging-00000803,2
context_critical_contrast_id,critical-bandit-00000804,2
context_critical_contrast_id,critical-foraging-00000805,2
context_critical_contrast_id,critical-debugging-00000806,2
context_critical_contrast_id,critical-bandit-00000807,2
context_critical_contrast_id,critical-foraging-00000808,2
context_critical_contrast_id,critical-debugging-00000809,2
context_critical_contrast_id,critical-bandit-00000810,2
context_critical_contrast_id,critical-foraging-00000811,2
context_critical_contrast_id,critical-debugging-00000812,2
context_critical_contrast_id,critical-bandit-00000813,2
context_critical_contrast_id,critical-foraging-00000814,2
context_critical_contrast_id,critical-debugging-00000815,2
context_critical_contrast_id,critical-bandit-00000816,2
context_critical_contrast_id,critical-foraging-00000817,2
context_critical_contrast_id,critical-debugging-00000818,2
context_critical_contrast_id,critical-bandit-00000819,2
context_critical_contrast_id,critical-foraging-00000820,2
context_critical_contrast_id,critical-debugging-00000821,2
context_critical_contrast_id,critical-bandit-00000822,2
context_critical_contrast_id,critical-foraging-00000823,2
context_critical_contrast_id,critical-debugging-00000824,2
context_critical_contrast_id,critical-bandit-00000825,2
context_critical_contrast_id,critical-foraging-00000826,2
context_critical_contrast_id,critical-debugging-00000827,2
context_critical_contrast_id,critical-bandit-00000828,2
context_critical_contrast_id,critical-foraging-00000829,2
context_critical_contrast_id,critical-debugging-00000830,2
context_critical_contrast_id,critical-bandit-00000831,2
context_critical_contrast_id,critical-foraging-00000832,2
context_critical_contrast_id,critical-debugging-00000833,2
context_critical_contrast_id,critical-bandit-00000834,2
context_critical_contrast_id,critical-foraging-00000835,2
context_critical_contrast_id,critical-debugging-00000836,2
context_critical_contrast_id,critical-bandit-00000837,2
context_critical_contrast_id,critical-foraging-00000838,2
context_critical_contrast_id,critical-debugging-00000839,2
context_critical_contrast_id,critical-bandit-00000840,2
context_critical_contrast_id,critical-foraging-00000841,2
context_critical_contrast_id,critical-debugging-00000842,2
context_critical_contrast_id,critical-bandit-00000843,2
context_critical_contrast_id,critical-foraging-00000844,2
context_critical_contrast_id,critical-debugging-00000845,2
context_critical_contrast_id,critical-bandit-00000846,2
context_critical_contrast_id,critical-foraging-00000847,2
context_critical_contrast_id,critical-debugging-00000848,2
context_critical_contrast_id,critical-bandit-00000849,2
context_critical_contrast_id,critical-foraging-00000850,2
context_critical_contrast_id,critical-debugging-00000851,2
context_critical_contrast_id,critical-bandit-00000852,2
context_critical_contrast_id,critical-foraging-00000853,2
context_critical_contrast_id,critical-debugging-00000854,2
context_critical_contrast_id,critical-bandit-00000855,2
context_critical_contrast_id,critical-foraging-00000856,2
context_critical_contrast_id,critical-debugging-00000857,2
context_critical_contrast_id,critical-bandit-00000858,2
context_critical_contrast_id,critical-foraging-00000859,2
context_critical_contrast_id,critical-debugging-00000860,2
context_critical_contrast_id,critical-bandit-00000861,2
context_critical_contrast_id,critical-foraging-00000862,2
context_critical_contrast_id,critical-debugging-00000863,2
context_critical_contrast_id,critical-bandit-00000864,2
context_critical_contrast_id,critical-foraging-00000865,2
context_critical_contrast_id,critical-debugging-00000866,2
context_critical_contrast_id,critical-bandit-00000867,2
context_critical_contrast_id,critical-foraging-00000868,2
context_critical_contrast_id,critical-debugging-00000869,2
context_critical_contrast_id,critical-bandit-00000870,2
context_critical_contrast_id,critical-foraging-00000871,2
context_critical_contrast_id,critical-debugging-00000872,2
context_critical_contrast_id,critical-bandit-00000873,2
context_critical_contrast_id,critical-foraging-00000874,2
context_critical_contrast_id,critical-debugging-00000875,2
context_critical_contrast_id,critical-bandit-00000876,2
context_critical_contrast_id,critical-foraging-00000877,2
context_critical_contrast_id,critical-debugging-00000878,2
context_critical_contrast_id,critical-bandit-00000879,2
context_critical_contrast_id,critical-foraging-00000880,2
context_critical_contrast_id,critical-debugging-00000881,2
context_critical_contrast_id,critical-bandit-00000882,2
context_critical_contrast_id,critical-foraging-00000883,2
context_critical_contrast_id,critical-debugging-00000884,2
context_critical_contrast_id,critical-bandit-00000885,2
context_critical_contrast_id,critical-foraging-00000886,2
context_critical_contrast_id,critical-debugging-00000887,2
context_critical_contrast_id,critical-bandit-00000888,2
context_critical_contrast_id,critical-foraging-00000889,2
context_critical_contrast_id,critical-debugging-00000890,2
context_critical_contrast_id,critical-bandit-00000891,2
context_critical_contrast_id,critical-foraging-00000892,2
context_critical_contrast_id,critical-debugging-00000893,2
context_critical_contrast_id,critical-bandit-00000894,2
context_critical_contrast_id,critical-foraging-00000895,2
context_critical_contrast_id,critical-debugging-00000896,2
context_critical_contrast_id,critical-bandit-00000897,2
context_critical_contrast_id,critical-foraging-00000898,2
context_critical_contrast_id,critical-debugging-00000899,2
context_critical_contrast_id,critical-bandit-00000900,2
context_critical_contrast_id,critical-foraging-00000901,2
context_critical_contrast_id,critical-debugging-00000902,2
context_critical_contrast_id,critical-bandit-00000903,2
context_critical_contrast_id,critical-foraging-00000904,2
context_critical_contrast_id,critical-debugging-00000905,2
context_critical_contrast_id,critical-bandit-00000906,2
context_critical_contrast_id,critical-foraging-00000907,2
context_critical_contrast_id,critical-debugging-00000908,2
context_critical_contrast_id,critical-bandit-00000909,2
context_critical_contrast_id,critical-foraging-00000910,2
context_critical_contrast_id,critical-debugging-00000911,2
context_critical_contrast_id,critical-bandit-00000912,2
context_critical_contrast_id,critical-foraging-00000913,2
context_critical_contrast_id,critical-debugging-00000914,2
context_critical_contrast_id,critical-bandit-00000915,2
context_critical_contrast_id,critical-foraging-00000916,2
context_critical_contrast_id,critical-debugging-00000917,2
context_critical_contrast_id,critical-bandit-00000918,2
context_critical_contrast_id,critical-foraging-00000919,2
context_critical_contrast_id,critical-debugging-00000920,2
context_critical_contrast_id,critical-bandit-00000921,2
context_critical_contrast_id,critical-foraging-00000922,2
context_critical_contrast_id,critical-debugging-00000923,2
context_critical_contrast_id,critical-bandit-00000924,2
context_critical_contrast_id,critical-foraging-00000925,2
context_critical_contrast_id,critical-debugging-00000926,2
context_critical_contrast_id,critical-bandit-00000927,2
context_critical_contrast_id,critical-foraging-00000928,2
context_critical_contrast_id,critical-debugging-00000929,2
context_critical_contrast_id,critical-bandit-00000930,2
context_critical_contrast_id,critical-foraging-00000931,2
context_critical_contrast_id,critical-debugging-00000932,2
context_critical_contrast_id,critical-bandit-00000933,2
context_critical_contrast_id,critical-foraging-00000934,2
context_critical_contrast_id,critical-debugging-00000935,2
context_critical_contrast_id,critical-bandit-00000936,2
context_critical_contrast_id,critical-foraging-00000937,2
context_critical_contrast_id,critical-debugging-00000938,2
context_critical_contrast_id,critical-bandit-00000939,2
context_critical_contrast_id,critical-foraging-00000940,2
context_critical_contrast_id,critical-debugging-00000941,2
context_critical_contrast_id,critical-bandit-00000942,2
context_critical_contrast_id,critical-foraging-00000943,2
context_critical_contrast_id,critical-debugging-00000944,2
context_critical_contrast_id,critical-bandit-00000945,2
context_critical_contrast_id,critical-foraging-00000946,2
context_critical_contrast_id,critical-debugging-00000947,2
context_critical_contrast_id,critical-bandit-00000948,2
context_critical_contrast_id,critical-foraging-00000949,2
context_critical_contrast_id,critical-debugging-00000950,2
context_critical_contrast_id,critical-bandit-00000951,2
context_critical_contrast_id,critical-foraging-00000952,2
context_critical_contrast_id,critical-debugging-00000953,2
context_critical_contrast_id,critical-bandit-00000954,2
context_critical_contrast_id,critical-foraging-00000955,2
context_critical_contrast_id,critical-debugging-00000956,2
context_critical_contrast_id,critical-bandit-00000957,2
context_critical_contrast_id,critical-foraging-00000958,2
context_critical_contrast_id,critical-debugging-00000959,2
context_critical_contrast_id,critical-bandit-00000960,2
context_critical_contrast_id,critical-foraging-00000961,2
context_critical_contrast_id,critical-debugging-00000962,2
context_critical_contrast_id,critical-bandit-00000963,2
context_critical_contrast_id,critical-foraging-00000964,2
context_critical_contrast_id,critical-debugging-00000965,2
context_critical_contrast_id,critical-bandit-00000966,2
context_critical_contrast_id,critical-foraging-00000967,2
context_critical_contrast_id,critical-debugging-00000968,2
context_critical_contrast_id,critical-bandit-00000969,2
context_critical_contrast_id,critical-foraging-00000970,2
context_critical_contrast_id,critical-debugging-00000971,2
context_critical_contrast_id,critical-bandit-00000972,2
context_critical_contrast_id,critical-foraging-00000973,2
context_critical_contrast_id,critical-debugging-00000974,2
context_critical_contrast_id,critical-bandit-00000975,2
context_critical_contrast_id,critical-foraging-00000976,2
context_critical_contrast_id,critical-debugging-00000977,2
context_critical_contrast_id,critical-bandit-00000978,2
context_critical_contrast_id,critical-foraging-00000979,2
context_critical_contrast_id,critical-debugging-00000980,2
context_critical_contrast_id,critical-bandit-00000981,2
context_critical_contrast_id,critical-foraging-00000982,2
context_critical_contrast_id,critical-debugging-00000983,2
context_critical_contrast_id,critical-bandit-00000984,2
context_critical_contrast_id,critical-foraging-00000985,2
context_critical_contrast_id,critical-debugging-00000986,2
context_critical_contrast_id,critical-bandit-00000987,2
context_critical_contrast_id,critical-foraging-00000988,2
context_critical_contrast_id,critical-debugging-00000989,2
context_critical_contrast_id,critical-bandit-00000990,2
context_critical_contrast_id,critical-foraging-00000991,2
context_critical_contrast_id,critical-debugging-00000992,2
context_critical_contrast_id,critical-bandit-00000993,2
context_critical_contrast_id,critical-foraging-00000994,2
context_critical_contrast_id,critical-debugging-00000995,2
context_critical_contrast_id,critical-bandit-00000996,2
context_critical_contrast_id,critical-foraging-00000997,2
context_critical_contrast_id,critical-debugging-00000998,2
context_critical_contrast_id,critical-bandit-00000999,2
context_critical_contrast_id,critical-foraging-00001000,2
context_critical_contrast_id,critical-debugging-00001001,2
context_critical_contrast_id,critical-bandit-00001002,2
context_critical_contrast_id,critical-foraging-00001003,2
context_critical_contrast_id,critical-debugging-00001004,2
context_critical_contrast_id,critical-bandit-00001005,2
context_critical_contrast_id,critical-foraging-00001006,2
context_critical_contrast_id,critical-debugging-00001007,2
context_critical_contrast_id,critical-bandit-00001008,2
context_critical_contrast_id,critical-foraging-00001009,2
context_critical_contrast_id,critical-debugging-00001010,2
context_critical_contrast_id,critical-bandit-00001011,2
context_critical_contrast_id,critical-foraging-00001012,2
context_critical_contrast_id,critical-debugging-00001013,2
context_critical_contrast_id,critical-bandit-00001014,2
context_critical_contrast_id,critical-foraging-00001015,2
context_critical_contrast_id,critical-debugging-00001016,2
context_critical_contrast_id,critical-bandit-00001017,2
context_critical_contrast_id,critical-foraging-00001018,2
context_critical_contrast_id,critical-debugging-00001019,2
context_critical_contrast_id,critical-bandit-00001020,2
context_critical_contrast_id,critical-foraging-00001021,2
context_critical_contrast_id,critical-debugging-00001022,2
context_critical_contrast_id,critical-bandit-00001023,2
context_critical_contrast_id,critical-foraging-00001024,2
context_critical_contrast_id,critical-debugging-00001025,2
context_critical_contrast_id,critical-bandit-00001026,2
context_critical_contrast_id,critical-foraging-00001027,2
context_critical_contrast_id,critical-debugging-00001028,2
context_critical_contrast_id,critical-bandit-00001029,2
context_critical_contrast_id,critical-foraging-00001030,2
context_critical_contrast_id,critical-debugging-00001031,2
context_critical_contrast_id,critical-bandit-00001032,2
context_critical_contrast_id,critical-foraging-00001033,2
context_critical_contrast_id,critical-debugging-00001034,2
context_critical_contrast_id,critical-bandit-00001035,2
context_critical_contrast_id,critical-foraging-00001036,2
context_critical_contrast_id,critical-debugging-00001037,2
context_critical_contrast_id,critical-bandit-00001038,2
context_critical_contrast_id,critical-foraging-00001039,2
context_critical_contrast_id,critical-debugging-00001040,2
context_critical_contrast_id,critical-bandit-00001041,2
context_critical_contrast_id,critical-foraging-00001042,2
context_critical_contrast_id,critical-debugging-00001043,2
context_critical_contrast_id,critical-bandit-00001044,2
context_critical_contrast_id,critical-foraging-00001045,2
context_critical_contrast_id,critical-debugging-00001046,2
context_critical_contrast_id,critical-bandit-00001047,2
context_critical_contrast_id,critical-foraging-00001048,2
context_critical_contrast_id,critical-debugging-00001049,2
context_critical_contrast_id,critical-bandit-00001050,2
context_critical_contrast_id,critical-foraging-00001051,2
context_critical_contrast_id,critical-debugging-00001052,2
context_critical_contrast_id,critical-bandit-00001053,2
context_critical_contrast_id,critical-foraging-00001054,2
context_critical_contrast_id,critical-debugging-00001055,2
context_critical_contrast_id,critical-bandit-00001056,2
context_critical_contrast_id,critical-foraging-00001057,2
context_critical_contrast_id,critical-debugging-00001058,2
context_critical_contrast_id,critical-bandit-00001059,2
context_critical_contrast_id,critical-foraging-00001060,2
context_critical_contrast_id,critical-debugging-00001061,2
context_critical_contrast_id,critical-bandit-00001062,2
context_critical_contrast_id,critical-foraging-00001063,2
context_critical_contrast_id,critical-debugging-00001064,2
context_critical_contrast_id,critical-bandit-00001065,2
context_critical_contrast_id,critical-foraging-00001066,2
context_critical_contrast_id,critical-debugging-00001067,2
context_critical_contrast_id,critical-bandit-00001068,2
context_critical_contrast_id,critical-foraging-00001069,2
context_critical_contrast_id,critical-debugging-00001070,2
context_critical_contrast_id,critical-bandit-00001071,2
context_critical_contrast_id,critical-foraging-00001072,2
context_critical_contrast_id,critical-debugging-00001073,2
context_critical_contrast_id,critical-bandit-00001074,2
context_critical_contrast_id,critical-foraging-00001075,2
context_critical_contrast_id,critical-debugging-00001076,2
context_critical_contrast_id,critical-bandit-00001077,2
context_critical_contrast_id,critical-foraging-00001078,2
context_critical_contrast_id,critical-debugging-00001079,2
context_critical_contrast_id,critical-bandit-00001080,2
context_critical_contrast_id,critical-foraging-00001081,2
context_critical_contrast_id,critical-debugging-00001082,2
context_critical_contrast_id,critical-bandit-00001083,2
context_critical_contrast_id,critical-foraging-00001084,2
context_critical_contrast_id,critical-debugging-00001085,2
context_critical_contrast_id,critical-bandit-00001086,2
context_critical_contrast_id,critical-foraging-00001087,2
context_critical_contrast_id,critical-debugging-00001088,2
context_critical_contrast_id,critical-bandit-00001089,2
context_critical_contrast_id,critical-foraging-00001090,2
context_critical_contrast_id,critical-debugging-00001091,2
context_critical_contrast_id,critical-bandit-00001092,2
context_critical_contrast_id,critical-foraging-00001093,2
context_critical_contrast_id,critical-debugging-00001094,2
context_critical_contrast_id,critical-bandit-00001095,2
context_critical_contrast_id,critical-foraging-00001096,2
context_critical_contrast_id,critical-debugging-00001097,2
context_critical_contrast_id,critical-bandit-00001098,2
context_critical_contrast_id,critical-foraging-00001099,2
context_critical_contrast_id,critical-debugging-00001100,2
context_critical_contrast_id,critical-bandit-00001101,2
context_critical_contrast_id,critical-foraging-00001102,2
context_critical_contrast_id,critical-debugging-00001103,2
context_critical_contrast_id,critical-bandit-00001104,2
context_critical_contrast_id,critical-foraging-00001105,2
context_critical_contrast_id,critical-debugging-00001106,2
context_critical_contrast_id,critical-bandit-00001107,2
context_critical_contrast_id,critical-foraging-00001108,2
context_critical_contrast_id,critical-debugging-00001109,2
context_critical_contrast_id,critical-bandit-00001110,2
context_critical_contrast_id,critical-foraging-00001111,2
context_critical_contrast_id,critical-debugging-00001112,2
context_critical_contrast_id,critical-bandit-00001113,2
context_critical_contrast_id,critical-foraging-00001114,2
context_critical_contrast_id,critical-debugging-00001115,2
context_critical_contrast_id,critical-bandit-00001116,2
context_critical_contrast_id,critical-foraging-00001117,2
context_critical_contrast_id,critical-debugging-00001118,2
context_critical_contrast_id,critical-bandit-00001119,2
context_critical_contrast_id,critical-foraging-00001120,2
context_critical_contrast_id,critical-debugging-00001121,2
context_critical_contrast_id,critical-bandit-00001122,2
context_critical_contrast_id,critical-foraging-00001123,2
context_critical_contrast_id,critical-debugging-00001124,2
context_critical_contrast_id,critical-bandit-00001125,2
context_critical_contrast_id,critical-foraging-00001126,2
context_critical_contrast_id,critical-debugging-00001127,2
context_critical_contrast_id,critical-bandit-00001128,2
context_critical_contrast_id,critical-foraging-00001129,2
context_critical_contrast_id,critical-debugging-00001130,2
context_critical_contrast_id,critical-bandit-00001131,2
context_critical_contrast_id,critical-foraging-00001132,2
context_critical_contrast_id,critical-debugging-00001133,2
context_critical_contrast_id,critical-bandit-00001134,2
context_critical_contrast_id,critical-foraging-00001135,2
