pair_id,contrast_id,base_condition_id,source_condition_id,target_variable,counterfactual_subtype,task_family,response_mapping,pair_split,base_persistence_logit,intervened_persistence_logit,neural_counterfactual_effect,intervention_norm,intervention_type,layer,rank,theory,predicted_counterfactual_effect,artifact_id,control
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-3.125,0.125,0.29032647609710693,persistence_output,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,-0.25,0.5,1.2726527452468872,persistence_output,28,1,dual_history,1.5157280863495735,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,-0.125,0.375,1.1184073686599731,persistence_output,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,-1.0,0.625,1.5800894498825073,persistence_output,28,1,dual_history,1.515728086349574,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.875,0.5,1.2728421688079834,persistence_output,28,1,dual_history,1.5157280863495737,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,0.5,0.375,0.9831100702285767,persistence_output,28,1,dual_history,0.8708011878799052,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,0.625,0.25,0.8508084416389465,persistence_output,28,1,dual_history,0.870801187879905,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,-0.25,0.5,1.0257928371429443,persistence_output,28,1,dual_history,0.8883198576271205,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,-0.375,0.25,0.6379063129425049,persistence_output,28,1,dual_history,0.8883198576271203,das_001_outcome_history_dual_history_L28_r2,persistence_output
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-0.75,0.875,5.082960605621338,persistence_state,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-1.375,-0.25,1.9472978115081787,persistence_state,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.25,0.625,4.096262454986572,persistence_state,30,1,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,-0.5,0.0,0.45276322960853577,persistence_state,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,-0.5,0.5,3.4045257568359375,persistence_state,30,1,outcome_history,0.8899279749312125,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-0.75,0.625,3.0535755157470703,persistence_state,30,1,outcome_history,0.8707577684892369,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-0.875,0.375,3.172954797744751,persistence_state,30,1,outcome_history,0.8899279749312128,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-1.25,-0.125,0.8268938660621643,persistence_state,30,1,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-1.625,-0.125,1.3777230978012085,persistence_state,30,1,outcome_history,0.870757768489237,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,-0.625,0.75,4.650351047515869,persistence_state,30,1,outcome_history,1.5082301882303164,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-1.25,0.125,0.5517897605895996,persistence_state,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-1.0,0.75,3.543086528778076,persistence_state,30,1,outcome_history,1.3014827676557228,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-1.875,-0.125,1.8043198585510254,persistence_state,30,1,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.375,0.5,2.3110430240631104,persistence_state,30,1,outcome_history,0.8707577684892365,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-1.25,0.0,1.0082343816757202,persistence_state,30,1,outcome_history,0.8707577684892367,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-3.375,-0.125,1.1041276454925537,persistence_state,30,1,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,-0.25,0.5,2.837352991104126,persistence_state,30,1,outcome_history,1.5082301882303157,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,-0.375,0.125,2.2349555492401123,persistence_state,30,1,outcome_history,1.508230188230316,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,-0.5,1.125,5.606895446777344,persistence_state,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-1.125,0.25,0.6282423138618469,persistence_state,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,0.5,0.375,2.480557918548584,persistence_state,30,1,outcome_history,0.8707577684892365,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,0.625,0.25,1.3128597736358643,persistence_state,30,1,outcome_history,0.8707577684892363,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,-0.25,0.5,3.0032505989074707,persistence_state,30,1,outcome_history,0.8899279749312136,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,-0.625,0.0,0.15352457761764526,persistence_state,30,1,outcome_history,0.8899279749312132,das_002_outcome_history_outcome_history_L30_r2,persistence_state
cf:outcome_history:mech-outcome_history-000000:continue_x,mech-outcome_history-000000,mech-outcome_history-000000-minus-m0,mech-outcome_history-000000-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.625,-1.125,0.5,1.2584202289581299,persistence_output,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000000:continue_y,mech-outcome_history-000000,mech-outcome_history-000000-minus-m1,mech-outcome_history-000000-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.125,-0.375,0.75,1.876054048538208,persistence_output,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000070:continue_x,mech-outcome_history-000070,mech-outcome_history-000070-minus-m0,mech-outcome_history-000070-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-0.375,0.5,0.875,2.6715712547302246,persistence_output,30,1,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000070:continue_y,mech-outcome_history-000070,mech-outcome_history-000070-minus-m1,mech-outcome_history-000070-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-0.5,0.375,0.875,2.500596284866333,persistence_output,30,1,outcome_history,1.3014827676557235,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000085:continue_x,mech-outcome_history-000085,mech-outcome_history-000085-minus-m0,mech-outcome_history-000085-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.0,-0.25,0.75,2.2990705966949463,persistence_output,30,1,outcome_history,0.8899279749312125,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000110:continue_x,mech-outcome_history-000110,mech-outcome_history-000110-minus-m0,mech-outcome_history-000110-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.375,-0.875,0.5,1.157938003540039,persistence_output,30,1,outcome_history,0.8707577684892369,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000295:continue_x,mech-outcome_history-000295,mech-outcome_history-000295-minus-m0,mech-outcome_history-000295-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-1.25,-0.875,0.375,1.4000509977340698,persistence_output,30,1,outcome_history,0.8899279749312128,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000295:continue_y,mech-outcome_history-000295,mech-outcome_history-000295-minus-m1,mech-outcome_history-000295-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-1.125,-1.0,0.125,0.888224720954895,persistence_output,30,1,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000460:continue_y,mech-outcome_history-000460,mech-outcome_history-000460-minus-m1,mech-outcome_history-000460-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.5,-1.125,0.375,0.9838175177574158,persistence_output,30,1,outcome_history,0.870757768489237,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000465:continue_x,mech-outcome_history-000465,mech-outcome_history-000465-minus-m0,mech-outcome_history-000465-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.375,-0.375,1.0,2.9053795337677,persistence_output,30,1,outcome_history,1.5082301882303164,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000465:continue_y,mech-outcome_history-000465,mech-outcome_history-000465-minus-m1,mech-outcome_history-000465-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.375,1.0,2.3904240131378174,persistence_output,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000595:continue_x,mech-outcome_history-000595,mech-outcome_history-000595-minus-m0,mech-outcome_history-000595-plus-m0,outcome_history,history_isolated,bandit,continue_x,mech_pair_test,-1.75,-1.375,0.375,0.7422669529914856,persistence_output,30,1,outcome_history,1.3014827676557228,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000595:continue_y,mech-outcome_history-000595,mech-outcome_history-000595-minus-m1,mech-outcome_history-000595-plus-m1,outcome_history,history_isolated,bandit,continue_y,mech_pair_test,-1.75,-1.0,0.75,1.3763012886047363,persistence_output,30,1,outcome_history,1.3014827676557232,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000600:continue_x,mech-outcome_history-000600,mech-outcome_history-000600-minus-m0,mech-outcome_history-000600-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,-1.875,-1.75,0.125,0.33530011773109436,persistence_output,30,1,outcome_history,0.8707577684892365,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000600:continue_y,mech-outcome_history-000600,mech-outcome_history-000600-minus-m1,mech-outcome_history-000600-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,-1.25,-0.875,0.375,0.7903185486793518,persistence_output,30,1,outcome_history,0.8707577684892367,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000645:continue_y,mech-outcome_history-000645,mech-outcome_history-000645-minus-m1,mech-outcome_history-000645-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-3.25,-3.125,0.125,0.5305308699607849,persistence_output,30,1,outcome_history,0.8899279749312123,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000675:continue_x,mech-outcome_history-000675,mech-outcome_history-000675-minus-m0,mech-outcome_history-000675-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-0.75,0.25,1.0,2.735863447189331,persistence_output,30,1,outcome_history,1.5082301882303157,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000675:continue_y,mech-outcome_history-000675,mech-outcome_history-000675-minus-m1,mech-outcome_history-000675-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-0.5,0.25,0.75,2.346285343170166,persistence_output,30,1,outcome_history,1.508230188230316,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000710:continue_x,mech-outcome_history-000710,mech-outcome_history-000710-minus-m0,mech-outcome_history-000710-plus-m0,outcome_history,history_isolated,solvability,continue_x,mech_pair_test,-1.625,-0.25,1.375,3.485203742980957,persistence_output,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000710:continue_y,mech-outcome_history-000710,mech-outcome_history-000710-minus-m1,mech-outcome_history-000710-plus-m1,outcome_history,history_isolated,solvability,continue_y,mech_pair_test,-1.375,-0.25,1.125,2.641451120376587,persistence_output,30,1,outcome_history,1.5082301882303168,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000810:continue_x,mech-outcome_history-000810,mech-outcome_history-000810-minus-m0,mech-outcome_history-000810-plus-m0,outcome_history,history_isolated,foraging,continue_x,mech_pair_test,0.125,0.75,0.625,2.2043259143829346,persistence_output,30,1,outcome_history,0.8707577684892365,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000810:continue_y,mech-outcome_history-000810,mech-outcome_history-000810-minus-m1,mech-outcome_history-000810-plus-m1,outcome_history,history_isolated,foraging,continue_y,mech_pair_test,0.375,0.875,0.5,1.6033488512039185,persistence_output,30,1,outcome_history,0.8707577684892363,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000925:continue_x,mech-outcome_history-000925,mech-outcome_history-000925-minus-m0,mech-outcome_history-000925-plus-m0,outcome_history,history_isolated,debugging,continue_x,mech_pair_test,-0.75,0.125,0.875,2.4554495811462402,persistence_output,30,1,outcome_history,0.8899279749312136,das_002_outcome_history_outcome_history_L30_r2,persistence_output
cf:outcome_history:mech-outcome_history-000925:continue_y,mech-outcome_history-000925,mech-outcome_history-000925-minus-m1,mech-outcome_history-000925-plus-m1,outcome_history,history_isolated,debugging,continue_y,mech_pair_test,-0.625,-0.125,0.5,1.2830662727355957,persistence_output,30,1,outcome_history,0.8899279749312132,das_002_outcome_history_outcome_history_L30_r2,persistence_output
