section,task_family,item,value,status,sd,minimum,maximum
standardized_distribution,waiting,continuation_advantage,0.03325311161499867,audited,0.9354048412603707,-2.1584302368680044,2.1641178000745076
standardized_distribution,waiting,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,history_action_1,0.020343983254884544,audited,0.9941207315528614,-1.5264847345749561,0.9679680121234131
standardized_distribution,waiting,history_action_1__available,7.297565820489937e-05,audited,0.9999694650199444,-1.502379065729442,0.6656109784877273
standardized_distribution,waiting,history_action_kernel,0.020008362535837848,audited,1.0115392442919007,-1.486860246280663,2.4146303877449844
standardized_distribution,waiting,history_action_kernel__available,7.297565820489937e-05,audited,0.9999694650199444,-1.502379065729442,0.6656109784877273
standardized_distribution,waiting,history_outcome_1,0.012817596601272399,audited,0.9985754170910814,-1.5074604753444827,1.4164101191135525
standardized_distribution,waiting,history_outcome_1__available,7.297565820489937e-05,audited,0.9999694650199444,-1.502379065729442,0.6656109784877273
standardized_distribution,waiting,history_outcome_kernel,0.027541963276173254,audited,0.9800686622461533,-2.5294142537763085,2.4058493476690472
standardized_distribution,waiting,history_outcome_kernel__available,7.297565820489937e-05,audited,0.9999694650199444,-1.502379065729442,0.6656109784877273
standardized_distribution,waiting,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,waiting,response_mapping__available,0.0,audited,0.0,0.0,0.0
persistence_logit_scale,bandit,persistence_logit,0.1894590978593272,audited,1.1059845907577925,-2.625,4.25
persistence_logit_scale,debugging,persistence_logit,-0.920445810914681,audited,1.0182273829576667,-4.375,2.5
persistence_logit_scale,effort,persistence_logit,-0.12567307692307692,audited,1.041581189293726,-3.25,3.625
persistence_logit_scale,foraging,persistence_logit,-0.1333653846153846,audited,1.198908646818914,-3.25,4.25
persistence_logit_scale,information_sampling,persistence_logit,-1.518275134305449,audited,0.4333123602948646,-3.0,-0.5
persistence_logit_scale,solvability,persistence_logit,0.20900383141762452,audited,1.4477763581185743,-3.375,5.0
persistence_logit_scale,waiting,persistence_logit,-0.5618764389869532,audited,1.0090350994926758,-3.25,3.125
response_mapping,information_sampling,semantic_mapping_gap_mean,0.33911732456140353,correct,,,1.75
condition_distribution,bandit,unique_factor_combinations,348,audited,,,
condition_distribution,debugging,unique_factor_combinations,392,audited,,,
condition_distribution,effort,unique_factor_combinations,389,audited,,,
condition_distribution,foraging,unique_factor_combinations,397,audited,,,
condition_distribution,information_sampling,unique_factor_combinations,379,audited,,,
condition_distribution,solvability,unique_factor_combinations,394,audited,,,
condition_distribution,waiting,unique_factor_combinations,346,audited,,,
