intervention_type,pair_index,base_persistence_logit,intervened_persistence_logit,predicted_counterfactual_effect,intervention_norm
frozen_DAS,105,0.25,1.125,0.34057926321581283,1.890480637550354
frozen_DAS,106,1.75,1.625,-0.14023852014768745,0.37394413352012634
frozen_DAS,107,1.75,1.375,-0.3405792632158128,0.9709910750389099
frozen_DAS,108,-1.0,-0.375,0.14023852014768756,0.9366633296012878
frozen_DAS,109,-1.0,-0.375,0.34057926321581256,1.1001044511795044
frozen_DAS,110,-0.375,-0.125,-0.1402385201476874,0.4660567343235016
frozen_DAS,111,-0.375,-0.375,-0.34057926321581256,0.7630934119224548
frozen_DAS,112,-1.375,-1.0,0.14912846997276505,0.9462981224060059
frozen_DAS,113,-1.375,-0.875,0.3621691413624293,1.228102445602417
frozen_DAS,114,-0.375,-0.5,-0.1491284699727653,0.4500442147254944
frozen_DAS,115,-0.375,-0.75,-0.36216914136242995,1.0542384386062622
frozen_DAS,116,-1.5,-1.0,0.1491284699727653,1.0720722675323486
frozen_DAS,117,-1.5,-0.875,0.3621691413624295,1.3143588304519653
frozen_DAS,118,-0.75,-1.0,-0.14912846997276535,0.7428845763206482
frozen_DAS,119,-0.75,-1.125,-0.36216914136242956,0.9916344285011292
frozen_DAS,120,-2.125,-2.0,0.02464256608969073,0.49312514066696167
frozen_DAS,121,-2.125,-2.125,0.059846231932105365,0.4447804093360901
frozen_DAS,122,-2.625,-2.625,-0.02464256608969073,0.3021524250507355
frozen_DAS,123,-2.625,-2.5,-0.059846231932105365,0.3666446805000305
frozen_DAS,124,-2.25,-2.0,0.024642566089689844,0.43787288665771484
frozen_DAS,125,-2.25,-2.0,0.05984623193210492,0.4121319055557251
frozen_DAS,126,-2.875,-2.625,-0.024642566089690288,0.29746145009994507
frozen_DAS,127,-2.875,-2.625,-0.059846231932105365,0.31379997730255127
frozen_DAS,128,-1.375,-0.625,0.26723475457825785,1.8196301460266113
frozen_DAS,129,-1.375,-0.125,0.6489986896900544,2.9880175590515137
frozen_DAS,130,0.625,-0.125,-0.2672347545782577,1.5702383518218994
frozen_DAS,131,0.625,-0.125,-0.6489986896900545,1.5392829179763794
frozen_DAS,132,-1.25,-0.625,0.26723475457825774,1.6819480657577515
frozen_DAS,133,-1.25,-0.125,0.6489986896900543,2.71551775932312
frozen_DAS,134,0.25,0.0,-0.26723475457825785,0.45287811756134033
frozen_DAS,135,0.25,-0.125,-0.6489986896900549,0.7664039731025696
frozen_DAS,136,-0.75,-0.375,0.1431760544952596,1.1511896848678589
frozen_DAS,137,-0.75,-0.375,0.3477132752027734,1.220267415046692
frozen_DAS,138,0.125,-0.125,-0.1431760544952596,0.5435695648193359
frozen_DAS,139,0.125,-0.25,-0.3477132752027735,0.7883366346359253
frozen_DAS,140,-2.0,-1.625,0.14317605449525983,0.8548592329025269
frozen_DAS,141,-2.0,-1.625,0.3477132752027736,1.1323786973953247
frozen_DAS,142,-1.625,-1.625,-0.14317605449525983,0.20917882025241852
frozen_DAS,143,-1.625,-1.75,-0.34771327520277384,0.566238284111023
mean_difference_rank2,0,-1.75,-1.25,1.3094168410480993,3.945918560028076
mean_difference_rank2,1,-1.0,-1.125,1.3094168410480995,3.774854898452759
mean_difference_rank2,3,-2.125,-2.125,0.013290635703760323,0.5366257429122925
mean_difference_rank2,4,-2.25,-2.25,0.013290635703760323,0.3867201507091522
mean_difference_rank2,5,-2.75,-2.625,1.3094168410480993,3.116278648376465
mean_difference_rank2,6,-2.375,-2.125,1.3094168410481,3.2221550941467285
mean_difference_rank2,9,-0.5,-0.25,0.8883198576271205,2.8097715377807617
mean_difference_rank2,10,-0.625,-0.5,0.8883198576271207,1.9719957113265991
mean_difference_rank2,11,0.25,0.5,0.9804759762237005,2.6404974460601807
mean_difference_rank2,12,-0.375,-0.125,1.3094168410480997,3.871364116668701
mean_difference_rank2,13,-0.375,-0.375,1.3094168410480997,3.3117008209228516
mean_difference_rank2,14,-1.125,-0.875,0.8883198576271205,2.9191811084747314
mean_difference_rank2,15,-1.375,-1.125,0.8708011878799057,2.659144878387451
mean_difference_rank2,16,-1.25,-1.0,0.9804759762236996,1.9278171062469482
mean_difference_rank2,17,-1.0,-0.875,0.9804759762236998,2.2063941955566406
mean_difference_rank2,19,-1.125,-0.875,1.5157280863495735,3.0493173599243164
mean_difference_rank2,20,-0.75,-0.625,1.515728086349574,3.065143346786499
mean_difference_rank2,21,-1.75,-1.625,0.9804759762237003,1.9727338552474976
mean_difference_rank2,24,-1.5,-1.375,0.8708011878799056,2.241934299468994
mean_difference_rank2,25,-0.75,-0.75,0.8708011878799056,2.208434820175171
mean_difference_rank2,26,-2.0,-2.0,0.7135848250407804,1.675441026687622
mean_difference_rank2,27,-2.375,-2.375,0.013290635703760767,0.22177955508232117
mean_difference_rank2,28,-1.375,-1.25,0.8883198576271203,2.4251949787139893
mean_difference_rank2,29,-1.25,-1.25,0.8883198576271201,1.8785030841827393
mean_difference_rank2,30,-0.625,-0.5,0.9804759762236999,2.747636318206787
mean_difference_rank2,31,-1.25,-1.125,0.013290635703761655,0.5580150485038757
mean_difference_rank2,32,-0.75,-0.75,0.7135848250407786,2.0205078125
mean_difference_rank2,33,-1.875,-1.875,0.013290635703760323,1.4877690076828003
mean_difference_rank2,34,-0.5,-0.5,0.8708011878799052,2.207340717315674
mean_difference_rank2,35,-0.25,0.0,1.3094168410480995,3.199781894683838
mean_difference_rank2,36,-0.25,-0.125,1.3094168410480995,3.024815082550049
mean_difference_rank2,37,-1.75,-1.625,0.8883198576271212,1.866098165512085
mean_difference_rank2,38,-1.5,-1.375,0.8708011878799056,2.4565720558166504
mean_difference_rank2,39,-1.375,-1.125,1.515728086349574,3.7017617225646973
mean_difference_rank2,40,-1.25,-1.125,1.515728086349574,3.3621883392333984
mean_difference_rank2,41,-0.875,-0.75,0.7135848250407786,2.169562816619873
mean_difference_rank2,42,-1.125,-1.0,0.7135848250407784,1.6965594291687012
mean_difference_rank2,50,-1.75,-1.375,1.3094168410480997,3.2436037063598633
mean_difference_rank2,51,-1.75,-1.625,1.3094168410480997,3.2932114601135254
mean_difference_rank2,52,-2.0,-1.75,0.8708011878799056,2.1164231300354004
mean_difference_rank2,53,-1.25,-1.25,0.8708011878799058,1.9697880744934082
mean_difference_rank2,54,-1.5,-1.5,0.7135848250407786,2.0061261653900146
mean_difference_rank2,55,-3.375,-3.25,0.8883198576271205,1.7041537761688232
mean_difference_rank2,56,-0.875,-0.625,1.5157280863495735,3.278820037841797
mean_difference_rank2,57,-0.5,-0.5,1.515728086349574,3.2071597576141357
mean_difference_rank2,58,-1.5,-1.25,0.8883198576271205,2.520411968231201
mean_difference_rank2,59,-1.5,-1.5,0.8883198576271204,1.839545726776123
mean_difference_rank2,60,-0.625,-0.375,0.8708011878799052,3.3391854763031006
mean_difference_rank2,61,-1.5,-1.125,1.515728086349574,4.494533538818359
mean_difference_rank2,62,-1.5,-1.25,1.5157280863495737,3.9501421451568604
mean_difference_rank2,63,-0.625,-0.625,0.9804759762236996,2.5982463359832764
mean_difference_rank2,65,-0.625,-0.375,1.3094168410480995,3.3444745540618896
mean_difference_rank2,66,0.0,0.25,0.8708011878799052,2.678497791290283
mean_difference_rank2,67,0.375,0.375,0.870801187879905,2.176896572113037
mean_difference_rank2,68,-3.125,-2.875,0.8883198576271201,2.2411985397338867
mean_difference_rank2,72,-0.75,-0.5,0.8883198576271205,2.810607671737671
mean_difference_rank2,73,-0.5,-0.5,0.8883198576271203,1.8811073303222656
mean_difference_rank2,76,-1.25,-1.25,0.8708011878799052,2.1247637271881104
mean_difference_rank2,77,-0.875,-0.75,0.8708011878799053,1.6752570867538452
mean_difference_rank2,80,-1.0,-0.875,0.7135848250407784,1.4728071689605713
mean_difference_rank2,81,-1.125,-1.125,0.013290635703760767,0.5325427651405334
mean_difference_rank2,83,0.5,0.5,1.3094168410480997,2.8409342765808105
mean_difference_rank2,85,-2.5,-2.125,1.5157280863495735,3.6493208408355713
mean_difference_rank2,86,-2.0,-1.875,1.5157280863495735,4.002656936645508
mean_difference_rank2,88,-1.75,-1.5,0.18253894767374312,2.12591290473938
mean_difference_rank2,89,-1.75,-1.375,0.443308872921948,2.7713394165039062
mean_difference_rank2,90,-0.375,-0.375,-0.18253894767374318,0.4632669985294342
mean_difference_rank2,91,-0.375,-0.5,-0.4433088729219476,1.3742883205413818
mean_difference_rank2,92,-1.0,-1.125,0.18253894767374312,2.027353286743164
mean_difference_rank2,93,-1.0,-1.0,0.44330887292194787,2.7018110752105713
mean_difference_rank2,94,0.25,0.125,-0.1825389476737433,0.37143662571907043
mean_difference_rank2,95,0.25,0.125,-0.44330887292194765,1.3443471193313599
mean_difference_rank2,96,-1.125,-0.875,0.17801525314539324,1.5364466905593872
mean_difference_rank2,97,-1.125,-0.875,0.4323227576388121,1.8188292980194092
mean_difference_rank2,98,0.25,0.125,-0.17801525314539313,1.0263960361480713
mean_difference_rank2,99,0.25,0.125,-0.4323227576388122,1.5210072994232178
mean_difference_rank2,100,-1.25,-1.25,0.17801525314539335,1.2228974103927612
mean_difference_rank2,101,-1.25,-1.25,0.43232275763881245,1.2741248607635498
mean_difference_rank2,102,-0.75,-0.625,-0.17801525314539313,0.3444642424583435
mean_difference_rank2,103,-0.75,-0.625,-0.43232275763881134,0.6700313687324524
mean_difference_rank2,104,0.25,0.375,0.14023852014768762,1.502971887588501
mean_difference_rank2,105,0.25,0.375,0.34057926321581283,1.8947192430496216
mean_difference_rank2,106,1.75,1.875,-0.14023852014768745,0.37089547514915466
mean_difference_rank2,107,1.75,1.875,-0.3405792632158128,0.9640511274337769
mean_difference_rank2,108,-1.0,-0.75,0.14023852014768756,0.9342597126960754
mean_difference_rank2,109,-1.0,-0.75,0.34057926321581256,1.112776517868042
mean_difference_rank2,110,-0.375,-0.375,-0.1402385201476874,0.4601791203022003
mean_difference_rank2,111,-0.375,-0.375,-0.34057926321581256,0.7653881311416626
mean_difference_rank2,112,-1.375,-1.25,0.14912846997276505,0.9590631127357483
mean_difference_rank2,113,-1.375,-1.25,0.3621691413624293,1.2312290668487549
mean_difference_rank2,114,-0.375,-0.375,-0.1491284699727653,0.4482795298099518
mean_difference_rank2,115,-0.375,-0.375,-0.36216914136242995,1.0586200952529907
mean_difference_rank2,116,-1.5,-1.5,0.1491284699727653,1.0666415691375732
mean_difference_rank2,117,-1.5,-1.375,0.3621691413624295,1.3263322114944458
mean_difference_rank2,118,-0.75,-0.75,-0.14912846997276535,0.739175021648407
mean_difference_rank2,119,-0.75,-0.75,-0.36216914136242956,0.9921112060546875
mean_difference_rank2,120,-2.125,-2.125,0.02464256608969073,0.48643210530281067
mean_difference_rank2,121,-2.125,-2.125,0.059846231932105365,0.4398077428340912
mean_difference_rank2,122,-2.625,-2.625,-0.02464256608969073,0.2774786651134491
mean_difference_rank2,123,-2.625,-2.625,-0.059846231932105365,0.36675286293029785
mean_difference_rank2,124,-2.25,-2.125,0.024642566089689844,0.4540611803531647
mean_difference_rank2,125,-2.25,-2.125,0.05984623193210492,0.4125915467739105
mean_difference_rank2,126,-2.875,-2.875,-0.024642566089690288,0.30630844831466675
mean_difference_rank2,127,-2.875,-2.875,-0.059846231932105365,0.32066452503204346
mean_difference_rank2,128,-1.375,-1.25,0.26723475457825785,1.8160557746887207
mean_difference_rank2,129,-1.375,-1.125,0.6489986896900544,2.9847283363342285
mean_difference_rank2,130,0.625,0.375,-0.2672347545782577,1.575566291809082
mean_difference_rank2,131,0.625,0.375,-0.6489986896900545,1.5433822870254517
mean_difference_rank2,132,-1.25,-1.25,0.26723475457825774,1.673707365989685
mean_difference_rank2,133,-1.25,-1.125,0.6489986896900543,2.7131519317626953
mean_difference_rank2,134,0.25,0.25,-0.26723475457825785,0.4551977515220642
mean_difference_rank2,135,0.25,0.25,-0.6489986896900549,0.7716161012649536
mean_difference_rank2,136,-0.75,-0.75,0.1431760544952596,1.1524919271469116
mean_difference_rank2,137,-0.75,-0.75,0.3477132752027734,1.2213855981826782
mean_difference_rank2,138,0.125,0.125,-0.1431760544952596,0.5529837012290955
mean_difference_rank2,139,0.125,0.0,-0.3477132752027735,0.7918473482131958
mean_difference_rank2,140,-2.0,-2.0,0.14317605449525983,0.8560941219329834
mean_difference_rank2,141,-2.0,-2.0,0.3477132752027736,1.1447241306304932
mean_difference_rank2,142,-1.625,-1.625,-0.14317605449525983,0.19323283433914185
mean_difference_rank2,143,-1.625,-1.625,-0.34771327520277384,0.5750346779823303
pca_rank2,0,-1.75,-1.0,1.3094168410480993,3.9473156929016113
pca_rank2,1,-1.0,-1.25,1.3094168410480995,3.790494680404663
pca_rank2,3,-2.125,-2.125,0.013290635703760323,0.5283367037773132
pca_rank2,4,-2.25,-2.25,0.013290635703760323,0.38833701610565186
pca_rank2,5,-2.75,-2.125,1.3094168410480993,3.1264326572418213
pca_rank2,6,-2.375,-2.375,1.3094168410481,3.235612630844116
pca_rank2,9,-0.5,-0.125,0.8883198576271205,2.7964820861816406
pca_rank2,10,-0.625,-0.75,0.8883198576271207,1.9509657621383667
pca_rank2,11,0.25,0.625,0.9804759762237005,2.6418819427490234
pca_rank2,12,-0.375,0.125,1.3094168410480997,3.866349697113037
pca_rank2,13,-0.375,-0.625,1.3094168410480997,3.323810577392578
pca_rank2,14,-1.125,-0.625,0.8883198576271205,2.9141786098480225
pca_rank2,15,-1.375,-1.0,0.8708011878799057,2.657585859298706
pca_rank2,16,-1.25,-0.875,0.9804759762236996,1.913651704788208
pca_rank2,17,-1.0,-0.875,0.9804759762236998,2.204075574874878
pca_rank2,19,-1.125,-0.75,1.5157280863495735,3.059083938598633
pca_rank2,20,-0.75,-0.75,1.515728086349574,3.0740249156951904
pca_rank2,21,-1.75,-1.5,0.9804759762237003,1.9460116624832153
pca_rank2,24,-1.5,-1.25,0.8708011878799056,2.249789237976074
pca_rank2,25,-0.75,-1.0,0.8708011878799056,2.2153358459472656
pca_rank2,26,-2.0,-2.125,0.7135848250407804,1.678637981414795
pca_rank2,27,-2.375,-2.375,0.013290635703760767,0.23459704220294952
pca_rank2,28,-1.375,-1.0,0.8883198576271203,2.4063401222229004
pca_rank2,29,-1.25,-1.375,0.8883198576271201,1.870766043663025
pca_rank2,30,-0.625,-0.75,0.9804759762236999,2.7378082275390625
pca_rank2,31,-1.25,-1.125,0.013290635703761655,0.558811604976654
pca_rank2,32,-0.75,-0.5,0.7135848250407786,2.0086405277252197
pca_rank2,33,-1.875,-1.625,0.013290635703760323,1.4823033809661865
pca_rank2,34,-0.5,-0.75,0.8708011878799052,2.2096574306488037
pca_rank2,35,-0.25,0.25,1.3094168410480995,3.2100772857666016
pca_rank2,36,-0.25,-0.5,1.3094168410480995,3.0258262157440186
pca_rank2,37,-1.75,-1.875,0.8883198576271212,1.8590973615646362
pca_rank2,38,-1.5,-1.5,0.8708011878799056,2.4606516361236572
pca_rank2,39,-1.375,-0.875,1.515728086349574,3.706683874130249
pca_rank2,40,-1.25,-1.5,1.515728086349574,3.3612191677093506
pca_rank2,41,-0.875,-0.625,0.7135848250407786,2.1625473499298096
pca_rank2,42,-1.125,-1.125,0.7135848250407784,1.6862596273422241
pca_rank2,50,-1.75,-1.125,1.3094168410480997,3.2466092109680176
pca_rank2,51,-1.75,-1.75,1.3094168410480997,3.303220510482788
pca_rank2,52,-2.0,-1.625,0.8708011878799056,2.111435651779175
pca_rank2,53,-1.25,-1.375,0.8708011878799058,1.9717024564743042
pca_rank2,54,-1.5,-1.125,0.7135848250407786,2.0136353969573975
pca_rank2,55,-3.375,-3.375,0.8883198576271205,1.694900631904602
pca_rank2,56,-0.875,-0.375,1.5157280863495735,3.280944347381592
pca_rank2,57,-0.5,-0.375,1.515728086349574,3.181727886199951
pca_rank2,58,-1.5,-1.125,0.8883198576271205,2.5298054218292236
pca_rank2,59,-1.5,-1.625,0.8883198576271204,1.8502353429794312
pca_rank2,60,-0.625,-0.125,0.8708011878799052,3.3378117084503174
pca_rank2,61,-1.5,-0.875,1.515728086349574,4.475470066070557
pca_rank2,62,-1.5,-1.5,1.5157280863495737,3.938335657119751
pca_rank2,63,-0.625,-0.875,0.9804759762236996,2.5995121002197266
pca_rank2,65,-0.625,0.0,1.3094168410480995,3.344407320022583
pca_rank2,66,0.0,0.5,0.8708011878799052,2.6736135482788086
pca_rank2,67,0.375,0.125,0.870801187879905,2.1799919605255127
pca_rank2,68,-3.125,-2.625,0.8883198576271201,2.225045680999756
pca_rank2,72,-0.75,-0.375,0.8883198576271205,2.806870460510254
pca_rank2,73,-0.5,-0.75,0.8883198576271203,1.8788644075393677
pca_rank2,76,-1.25,-1.0,0.8708011878799052,2.12233829498291
pca_rank2,77,-0.875,-0.875,0.8708011878799053,1.684061884880066
pca_rank2,80,-1.0,-1.0,0.7135848250407784,1.4799264669418335
pca_rank2,81,-1.125,-1.0,0.013290635703760767,0.5396110415458679
pca_rank2,83,0.5,0.25,1.3094168410480997,2.8487837314605713
pca_rank2,85,-2.5,-1.875,1.5157280863495735,3.641483783721924
pca_rank2,86,-2.0,-2.125,1.5157280863495735,4.007083415985107
pca_rank2,88,-1.75,-1.375,0.18253894767374312,2.1121673583984375
pca_rank2,89,-1.75,-1.125,0.443308872921948,2.764450788497925
pca_rank2,90,-0.375,-0.25,-0.18253894767374318,0.4845074713230133
pca_rank2,91,-0.375,-0.625,-0.4433088729219476,1.3771851062774658
pca_rank2,92,-1.0,-1.125,0.18253894767374312,2.0254223346710205
pca_rank2,93,-1.0,-1.375,0.44330887292194787,2.6998512744903564
pca_rank2,94,0.25,0.125,-0.1825389476737433,0.3799991309642792
pca_rank2,95,0.25,0.25,-0.44330887292194765,1.3392071723937988
pca_rank2,96,-1.125,-0.75,0.17801525314539324,1.5188406705856323
pca_rank2,97,-1.125,-0.75,0.4323227576388121,1.8136489391326904
pca_rank2,98,0.25,0.125,-0.17801525314539313,1.0198144912719727
pca_rank2,99,0.25,0.0,-0.4323227576388122,1.5056326389312744
pca_rank2,100,-1.25,-1.375,0.17801525314539335,1.2135343551635742
pca_rank2,101,-1.25,-1.25,0.43232275763881245,1.259324312210083
pca_rank2,102,-0.75,-0.5,-0.17801525314539313,0.3422507047653198
pca_rank2,103,-0.75,-0.5,-0.43232275763881134,0.6515759229660034
pca_rank2,104,0.25,0.5,0.14023852014768762,1.5052528381347656
pca_rank2,105,0.25,0.5,0.34057926321581283,1.8836692571640015
pca_rank2,106,1.75,1.75,-0.14023852014768745,0.3853081166744232
pca_rank2,107,1.75,1.75,-0.3405792632158128,0.9657453298568726
pca_rank2,108,-1.0,-0.75,0.14023852014768756,0.9502217769622803
pca_rank2,109,-1.0,-0.75,0.34057926321581256,1.1079473495483398
pca_rank2,110,-0.375,-0.375,-0.1402385201476874,0.4747260808944702
pca_rank2,111,-0.375,-0.375,-0.34057926321581256,0.7554154992103577
pca_rank2,112,-1.375,-1.25,0.14912846997276505,0.9480600357055664
pca_rank2,113,-1.375,-1.125,0.3621691413624293,1.2382229566574097
pca_rank2,114,-0.375,-0.25,-0.1491284699727653,0.4491852819919586
pca_rank2,115,-0.375,-0.625,-0.36216914136242995,1.0445420742034912
pca_rank2,116,-1.5,-1.5,0.1491284699727653,1.067790150642395
pca_rank2,117,-1.5,-1.5,0.3621691413624295,1.3274482488632202
pca_rank2,118,-0.75,-0.875,-0.14912846997276535,0.7260314226150513
pca_rank2,119,-0.75,-0.75,-0.36216914136242956,0.9823518991470337
pca_rank2,120,-2.125,-2.0,0.02464256608969073,0.48915401101112366
pca_rank2,121,-2.125,-2.0,0.059846231932105365,0.4659316837787628
pca_rank2,122,-2.625,-2.75,-0.02464256608969073,0.29679009318351746
pca_rank2,123,-2.625,-2.75,-0.059846231932105365,0.38409706950187683
pca_rank2,124,-2.25,-2.25,0.024642566089689844,0.4227920472621918
pca_rank2,125,-2.25,-2.25,0.05984623193210492,0.4179510176181793
pca_rank2,126,-2.875,-2.875,-0.024642566089690288,0.29791751503944397
pca_rank2,127,-2.875,-2.875,-0.059846231932105365,0.30257275700569153
pca_rank2,128,-1.375,-1.125,0.26723475457825785,1.814029335975647
pca_rank2,129,-1.375,-0.875,0.6489986896900544,2.994758129119873
pca_rank2,130,0.625,0.375,-0.2672347545782577,1.5684653520584106
pca_rank2,131,0.625,0.375,-0.6489986896900545,1.5419433116912842
pca_rank2,132,-1.25,-1.25,0.26723475457825774,1.6763286590576172
pca_rank2,133,-1.25,-1.375,0.6489986896900543,2.7074005603790283
pca_rank2,134,0.25,0.25,-0.26723475457825785,0.4635702967643738
pca_rank2,135,0.25,0.25,-0.6489986896900549,0.7729811668395996
pca_rank2,136,-0.75,-0.625,0.1431760544952596,1.1492427587509155
pca_rank2,137,-0.75,-0.625,0.3477132752027734,1.221490502357483
pca_rank2,138,0.125,0.0,-0.1431760544952596,0.5351871252059937
pca_rank2,139,0.125,0.0,-0.3477132752027735,0.7805721759796143
pca_rank2,140,-2.0,-2.125,0.14317605449525983,0.8389557600021362
pca_rank2,141,-2.0,-2.125,0.3477132752027736,1.1481349468231201
pca_rank2,142,-1.625,-1.5,-0.14317605449525983,0.18939819931983948
pca_rank2,143,-1.625,-1.625,-0.34771327520277384,0.573265552520752
random_000,0,-1.75,-1.625,1.3094168410480993,3.9333579540252686
random_000,1,-1.0,-1.125,1.3094168410480995,3.7755002975463867
random_000,3,-2.125,-2.125,0.013290635703760323,0.5311111211776733
random_000,4,-2.25,-2.25,0.013290635703760323,0.37319415807724
random_000,5,-2.75,-2.875,1.3094168410480993,3.1170456409454346
random_000,6,-2.375,-2.375,1.3094168410481,3.2132468223571777
random_000,9,-0.5,-0.5,0.8883198576271205,2.8270514011383057
random_000,10,-0.625,-0.625,0.8883198576271207,1.9807652235031128
random_000,11,0.25,0.25,0.9804759762237005,2.6508612632751465
random_000,12,-0.375,-0.375,1.3094168410480997,3.8740594387054443
random_000,13,-0.375,-0.5,1.3094168410480997,3.3313937187194824
random_000,14,-1.125,-1.0,0.8883198576271205,2.9266104698181152
random_000,15,-1.375,-1.375,0.8708011878799057,2.6730854511260986
random_000,16,-1.25,-1.25,0.9804759762236996,1.915421962738037
random_000,17,-1.0,-0.875,0.9804759762236998,2.2081634998321533
random_000,19,-1.125,-1.25,1.5157280863495735,3.0465879440307617
random_000,20,-0.75,-0.875,1.515728086349574,3.0610010623931885
random_000,21,-1.75,-1.875,0.9804759762237003,1.9790760278701782
random_000,24,-1.5,-1.5,0.8708011878799056,2.259110927581787
random_000,25,-0.75,-0.75,0.8708011878799056,2.230397939682007
random_000,26,-2.0,-2.125,0.7135848250407804,1.6717360019683838
random_000,27,-2.375,-2.375,0.013290635703760767,0.21075983345508575
random_000,28,-1.375,-1.375,0.8883198576271203,2.4214742183685303
random_000,29,-1.25,-1.25,0.8883198576271201,1.864508032798767
random_000,30,-0.625,-0.5,0.9804759762236999,2.7519354820251465
random_000,31,-1.25,-1.25,0.013290635703761655,0.5632810592651367
random_000,32,-0.75,-0.75,0.7135848250407786,2.022143840789795
random_000,33,-1.875,-1.875,0.013290635703760323,1.496305227279663
random_000,34,-0.5,-0.5,0.8708011878799052,2.2071118354797363
random_000,35,-0.25,-0.25,1.3094168410480995,3.198310375213623
random_000,36,-0.25,-0.375,1.3094168410480995,3.0287766456604004
random_000,37,-1.75,-1.75,0.8883198576271212,1.8582645654678345
random_000,38,-1.5,-1.375,0.8708011878799056,2.445159912109375
random_000,39,-1.375,-1.375,1.515728086349574,3.7001235485076904
random_000,40,-1.25,-1.375,1.515728086349574,3.3515307903289795
random_000,41,-0.875,-0.875,0.7135848250407786,2.159193277359009
random_000,42,-1.125,-1.0,0.7135848250407784,1.7075530290603638
random_000,50,-1.75,-1.75,1.3094168410480997,3.246987819671631
random_000,51,-1.75,-1.625,1.3094168410480997,3.3165276050567627
random_000,52,-2.0,-2.0,0.8708011878799056,2.1185455322265625
random_000,53,-1.25,-1.25,0.8708011878799058,1.9658092260360718
random_000,54,-1.5,-1.625,0.7135848250407786,2.004687547683716
random_000,55,-3.375,-3.375,0.8883198576271205,1.7103524208068848
random_000,56,-0.875,-0.75,1.5157280863495735,3.2642688751220703
random_000,57,-0.5,-0.625,1.515728086349574,3.207294464111328
random_000,58,-1.5,-1.375,0.8883198576271205,2.542370319366455
random_000,59,-1.5,-1.5,0.8883198576271204,1.855804443359375
random_000,60,-0.625,-0.75,0.8708011878799052,3.326383352279663
random_000,61,-1.5,-1.5,1.515728086349574,4.499116897583008
random_000,62,-1.5,-1.375,1.5157280863495737,3.939236879348755
random_000,63,-0.625,-0.75,0.9804759762236996,2.6124634742736816
random_000,65,-0.625,-0.5,1.3094168410480995,3.338498115539551
random_000,66,0.0,0.125,0.8708011878799052,2.6627018451690674
random_000,67,0.375,0.375,0.870801187879905,2.1875107288360596
random_000,68,-3.125,-3.125,0.8883198576271201,2.2140469551086426
random_000,72,-0.75,-0.75,0.8883198576271205,2.7883920669555664
random_000,73,-0.5,-0.625,0.8883198576271203,1.9039455652236938
random_000,76,-1.25,-1.25,0.8708011878799052,2.116240978240967
random_000,77,-0.875,-0.75,0.8708011878799053,1.676836609840393
random_000,80,-1.0,-0.875,0.7135848250407784,1.477405071258545
random_000,81,-1.125,-1.25,0.013290635703760767,0.5241135954856873
random_000,83,0.5,0.5,1.3094168410480997,2.8418588638305664
random_000,85,-2.5,-2.5,1.5157280863495735,3.653075933456421
random_000,86,-2.0,-2.25,1.5157280863495735,4.006971836090088
random_000,88,-1.75,-1.625,0.18253894767374312,2.119677782058716
random_000,89,-1.75,-1.75,0.443308872921948,2.7449018955230713
random_000,90,-0.375,-0.375,-0.18253894767374318,0.4688842296600342
random_000,91,-0.375,-0.5,-0.4433088729219476,1.390783667564392
random_000,92,-1.0,-1.0,0.18253894767374312,2.0171632766723633
random_000,93,-1.0,-1.125,0.44330887292194787,2.695549488067627
random_000,94,0.25,0.125,-0.1825389476737433,0.36912113428115845
random_000,95,0.25,0.125,-0.44330887292194765,1.3285728693008423
random_000,96,-1.125,-1.0,0.17801525314539324,1.5249183177947998
random_000,97,-1.125,-1.0,0.4323227576388121,1.826925277709961
random_000,98,0.25,0.25,-0.17801525314539313,1.0203553438186646
random_000,99,0.25,0.25,-0.4323227576388122,1.5303786993026733
random_000,100,-1.25,-1.125,0.17801525314539335,1.2160985469818115
random_000,101,-1.25,-1.125,0.43232275763881245,1.275344967842102
random_000,102,-0.75,-0.625,-0.17801525314539313,0.33605045080184937
random_000,103,-0.75,-0.625,-0.43232275763881134,0.6747071146965027
random_000,104,0.25,0.375,0.14023852014768762,1.5183308124542236
random_000,105,0.25,0.25,0.34057926321581283,1.8905293941497803
random_000,106,1.75,1.875,-0.14023852014768745,0.3640810549259186
random_000,107,1.75,1.75,-0.3405792632158128,0.9474360346794128
random_000,108,-1.0,-1.0,0.14023852014768756,0.9356877207756042
random_000,109,-1.0,-1.0,0.34057926321581256,1.1038516759872437
random_000,110,-0.375,-0.375,-0.1402385201476874,0.45208239555358887
random_000,111,-0.375,-0.375,-0.34057926321581256,0.7622891664505005
random_000,112,-1.375,-1.375,0.14912846997276505,0.9396088719367981
random_000,113,-1.375,-1.375,0.3621691413624293,1.2305585145950317
random_000,114,-0.375,-0.375,-0.1491284699727653,0.4276541769504547
random_000,115,-0.375,-0.375,-0.36216914136242995,1.0697073936462402
random_000,116,-1.5,-1.375,0.1491284699727653,1.0624277591705322
random_000,117,-1.5,-1.5,0.3621691413624295,1.3157178163528442
random_000,118,-0.75,-0.75,-0.14912846997276535,0.7319796681404114
random_000,119,-0.75,-0.75,-0.36216914136242956,1.005834937095642
random_000,120,-2.125,-2.125,0.02464256608969073,0.4863702058792114
random_000,121,-2.125,-2.125,0.059846231932105365,0.445095956325531
random_000,122,-2.625,-2.625,-0.02464256608969073,0.30919188261032104
