pair_id,contrast_id,target_variable,counterfactual_subtype,scientific_role,base_condition_id,source_condition_id,task_family,response_mapping,pair_split,base_variable,source_variable,variable_delta,source_base_semantically_matched,behavioral_validation_row,background,pattern,natural_effect,original_prediction,global_prediction,task_prediction,wording
cf:outcome_history:fresh_contexts:foraging:bg3:pattern0:outcome_history:continue_y,fresh_contexts:foraging:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:foraging:bg3:pattern0:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,0.625,0.1491284699727648,0.1876610721617876,0.1923616130971426,original
cf:outcome_history:fresh_contexts:foraging:bg3:pattern1:outcome_history:continue_x,fresh_contexts:foraging:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:foraging:bg3:pattern1:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-0.875,-0.3265913492403557,-0.410977748034316,-0.4212719326827435,original
cf:outcome_history:fresh_contexts:foraging:bg3:pattern1:outcome_history:continue_y,fresh_contexts:foraging:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:foraging:bg3:pattern1:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-0.875,-0.3265913492403558,-0.4109777480343161,-0.4212719326827436,original
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.25,0.0246425660896907,0.0310098425475272,0.0305952098252228,original
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.25,0.0246425660896907,0.0310098425475272,0.0305952098252228,original
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,-0.25,-0.053967219736422,-0.0679115551790837,-0.0670035095172371,original
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,0.0,-0.053967219736422,-0.0679115551790837,-0.0670035095172371,original
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,0.125,0.0246425660896905,0.0310098425475269,0.0305952098252225,original
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,0.25,0.0246425660896909,0.0310098425475274,0.030595209825223,original
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,0.0,-0.0539672197364222,-0.067911555179084,-0.0670035095172374,original
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,-0.125,-0.053967219736422,-0.0679115551790837,-0.0670035095172371,original
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,0.625,0.02464256608969,0.0310098425475263,0.0305952098252219,original
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,0.625,0.0246425660896902,0.0310098425475266,0.0305952098252222,original
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,0.0,-0.053967219736422,-0.0679115551790837,-0.0670035095172371,original
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,0.0,-0.0539672197364218,-0.0679115551790834,-0.0670035095172368,original
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,0.25,0.0246425660896907,0.0310098425475272,0.0305952098252228,original
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,0.375,0.0246425660896907,0.0310098425475272,0.0305952098252228,original
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,0.0,-0.0539672197364224,-0.0679115551790843,-0.0670035095172377,original
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,0.0,-0.0539672197364222,-0.067911555179084,-0.0670035095172374,original
cf:outcome_history:fresh_contexts:solvability:bg0:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:solvability:bg0:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,1.125,0.2672347545782574,0.3362842827543711,0.3161335253634926,original
cf:outcome_history:fresh_contexts:solvability:bg0:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:solvability:bg0:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,1.125,0.2672347545782576,0.3362842827543714,0.3161335253634929,original
cf:outcome_history:fresh_contexts:solvability:bg0:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:solvability:bg0:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-1.375,-0.5852441125263841,-0.7364625792320733,-0.6923324205460493,original
cf:outcome_history:fresh_contexts:solvability:bg0:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:solvability:bg0:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-0.875,-0.5852441125263841,-0.7364625792320733,-0.6923324205460493,original
cf:outcome_history:fresh_contexts:solvability:bg1:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:solvability:bg1:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,0.625,0.2672347545782577,0.3362842827543715,0.316133525363493,original
cf:outcome_history:fresh_contexts:solvability:bg1:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg1:pattern0:outcome_history:member-1-m1,fresh_contexts:solvability:bg1:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,0.625,0.2672347545782577,0.3362842827543715,0.316133525363493,original
cf:outcome_history:fresh_contexts:solvability:bg1:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg1:pattern1:outcome_history:member-1-m0,fresh_contexts:solvability:bg1:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-1.0,-0.5852441125263845,-0.7364625792320738,-0.6923324205460498,original
cf:outcome_history:fresh_contexts:solvability:bg1:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg1:pattern1:outcome_history:member-1-m1,fresh_contexts:solvability:bg1:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-0.5,-0.5852441125263843,-0.7364625792320735,-0.6923324205460496,original
cf:outcome_history:fresh_contexts:solvability:bg2:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg2:pattern0:outcome_history:member-1-m0,fresh_contexts:solvability:bg2:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,0.75,0.2672347545782578,0.3362842827543716,0.3161335253634931,original
cf:outcome_history:fresh_contexts:solvability:bg2:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg2:pattern0:outcome_history:member-1-m1,fresh_contexts:solvability:bg2:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,0.75,0.2672347545782576,0.3362842827543714,0.3161335253634929,original
cf:outcome_history:fresh_contexts:solvability:bg2:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg2:pattern1:outcome_history:member-1-m0,fresh_contexts:solvability:bg2:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,-0.25,-0.5852441125263843,-0.7364625792320735,-0.6923324205460496,original
cf:outcome_history:fresh_contexts:solvability:bg2:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg2:pattern1:outcome_history:member-1-m1,fresh_contexts:solvability:bg2:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,-0.125,-0.5852441125263841,-0.7364625792320733,-0.6923324205460493,original
cf:outcome_history:fresh_contexts:solvability:bg3:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg3:pattern0:outcome_history:member-1-m0,fresh_contexts:solvability:bg3:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,1.0,0.2672347545782574,0.3362842827543711,0.3161335253634926,original
cf:outcome_history:fresh_contexts:solvability:bg3:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:solvability:bg3:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,1.25,0.2672347545782576,0.3362842827543714,0.3161335253634929,original
cf:outcome_history:fresh_contexts:solvability:bg3:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:solvability:bg3:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-1.25,-0.5852441125263843,-0.7364625792320735,-0.6923324205460496,original
cf:outcome_history:fresh_contexts:solvability:bg3:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:solvability:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:solvability:bg3:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-1.125,-0.5852441125263841,-0.7364625792320733,-0.6923324205460493,original
cf:outcome_history:fresh_contexts:waiting:bg0:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:waiting:bg0:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.375,0.1431760544952596,0.1801706401157468,0.1723280464345539,original
cf:outcome_history:fresh_contexts:waiting:bg0:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:waiting:bg0:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.25,0.1431760544952591,0.1801706401157462,0.1723280464345534,original
cf:outcome_history:fresh_contexts:waiting:bg0:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:waiting:bg0:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,-0.125,-0.3135555593446187,-0.3945737018534857,-0.3773984216916734,original
cf:outcome_history:fresh_contexts:waiting:bg0:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:waiting:bg0:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,-0.125,-0.3135555593446189,-0.3945737018534859,-0.3773984216916736,original
cf:outcome_history:fresh_contexts:waiting:bg1:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:waiting:bg1:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,0.375,0.1431760544952596,0.1801706401157468,0.1723280464345539,original
cf:outcome_history:fresh_contexts:waiting:bg1:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg1:pattern0:outcome_history:member-1-m1,fresh_contexts:waiting:bg1:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,0.5,0.1431760544952593,0.1801706401157465,0.1723280464345536,original
cf:outcome_history:fresh_contexts:waiting:bg1:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg1:pattern1:outcome_history:member-1-m0,fresh_contexts:waiting:bg1:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,0.125,-0.3135555593446191,-0.3945737018534861,-0.3773984216916738,original
cf:outcome_history:fresh_contexts:waiting:bg1:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg1:pattern1:outcome_history:member-1-m1,fresh_contexts:waiting:bg1:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,0.125,-0.3135555593446189,-0.3945737018534859,-0.3773984216916736,original
cf:outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg2:pattern0:outcome_history:member-1-m0,fresh_contexts:waiting:bg2:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,0.5,0.1431760544952599,0.1801706401157472,0.1723280464345543,original
cf:outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg2:pattern0:outcome_history:member-1-m1,fresh_contexts:waiting:bg2:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,0.5,0.1431760544952598,0.180170640115747,0.1723280464345542,original
cf:outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg2:pattern1:outcome_history:member-1-m0,fresh_contexts:waiting:bg2:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,-0.5,-0.3135555593446186,-0.3945737018534856,-0.3773984216916733,original
cf:outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg2:pattern1:outcome_history:member-1-m1,fresh_contexts:waiting:bg2:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,-0.5,-0.3135555593446189,-0.3945737018534859,-0.3773984216916736,original
cf:outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg3:pattern0:outcome_history:member-1-m0,fresh_contexts:waiting:bg3:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,0.375,0.1431760544952595,0.1801706401157466,0.1723280464345538,original
cf:outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:waiting:bg3:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,0.25,0.1431760544952596,0.1801706401157468,0.1723280464345539,original
cf:outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:waiting:bg3:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,-0.25,-0.3135555593446184,-0.3945737018534853,-0.377398421691673,original
cf:outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:waiting:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:waiting:bg3:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,-0.25,-0.3135555593446183,-0.3945737018534851,-0.3773984216916729,original
cf:outcome_history:fresh_contexts:bandit:bg0:pattern0:outcome_history:continue_x,fresh_contexts:bandit:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:bandit:bg0:pattern0:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,0.875,0.1825389476737433,0.2297043256595818,0.2591554085966193,rephrased
cf:outcome_history:fresh_contexts:bandit:bg0:pattern0:outcome_history:continue_y,fresh_contexts:bandit:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:bandit:bg0:pattern0:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,1.125,0.1825389476737433,0.2297043256595818,0.2591554085966193,rephrased
cf:outcome_history:fresh_contexts:bandit:bg0:pattern1:outcome_history:continue_x,fresh_contexts:bandit:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:bandit:bg0:pattern1:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-0.75,-0.3997602954054979,-0.5030524731944842,-0.5675503448265963,rephrased
cf:outcome_history:fresh_contexts:bandit:bg0:pattern1:outcome_history:continue_y,fresh_contexts:bandit:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:bandit:bg0:pattern1:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-1.75,-0.3997602954054975,-0.5030524731944837,-0.5675503448265956,rephrased
cf:outcome_history:fresh_contexts:bandit:bg1:pattern0:outcome_history:continue_x,fresh_contexts:bandit:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:bandit:bg1:pattern0:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,1.25,0.1825389476737433,0.2297043256595818,0.2591554085966193,rephrased
cf:outcome_history:fresh_contexts:bandit:bg1:pattern0:outcome_history:continue_y,fresh_contexts:bandit:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg1:pattern0:outcome_history:member-1-m1,fresh_contexts:bandit:bg1:pattern0:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,1.0,0.1825389476737433,0.2297043256595818,0.2591554085966193,rephrased
cf:outcome_history:fresh_contexts:bandit:bg1:pattern1:outcome_history:continue_x,fresh_contexts:bandit:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg1:pattern1:outcome_history:member-1-m0,fresh_contexts:bandit:bg1:pattern1:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-0.625,-0.3997602954054979,-0.5030524731944842,-0.5675503448265963,rephrased
cf:outcome_history:fresh_contexts:bandit:bg1:pattern1:outcome_history:continue_y,fresh_contexts:bandit:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg1:pattern1:outcome_history:member-1-m1,fresh_contexts:bandit:bg1:pattern1:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-0.625,-0.3997602954054978,-0.5030524731944841,-0.5675503448265962,rephrased
cf:outcome_history:fresh_contexts:bandit:bg2:pattern0:outcome_history:continue_x,fresh_contexts:bandit:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg2:pattern0:outcome_history:member-1-m0,fresh_contexts:bandit:bg2:pattern0:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,1.125,0.1825389476737434,0.2297043256595819,0.2591554085966194,rephrased
