pair_id,contrast_id,target_variable,counterfactual_subtype,scientific_role,base_condition_id,source_condition_id,task_family,response_mapping,pair_split,base_variable,source_variable,variable_delta,source_base_semantically_matched,behavioral_validation_row,background,pattern,phase,predicted_effect,natural_effect
test:cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,test,0.0532403379242296,0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member-1-m0,test:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,test,-0.1165963400540627,-0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,test,-0.1165963400540628,-0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member-1-m0,test:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,test,0.0532403379242298,0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,test,0.0532403379242298,0.0
test:cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member-1-m0,test:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,test,-0.116596340054063,-0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,test,-0.116596340054063,0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member-1-m0,test:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,test,0.0532403379242297,0.0
test:cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,test,0.0532403379242296,0.0
test:cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member-1-m0,test:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,test,-0.1165963400540628,-0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,test,-0.1165963400540628,0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member-1-m0,test:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,test,0.0532403379242296,0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,test,0.0532403379242296,0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member-1-m0,test:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,test,-0.1165963400540628,0.125
test:cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member-1-m1,test:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,test,-0.1165963400540628,0.125
test:cf:outcome_history:fresh_contexts:solvability:bg0:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg0:pattern0:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg0:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,test,0.1489087986406292,0.375
test:cf:outcome_history:fresh_contexts:solvability:bg0:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg0:pattern0:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg0:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,test,0.1489087986406292,0.75
test:cf:outcome_history:fresh_contexts:solvability:bg0:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg0:pattern1:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg0:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,test,-0.3261102690229776,-0.625
test:cf:outcome_history:fresh_contexts:solvability:bg0:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg0:pattern1:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg0:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,test,-0.326110269022978,-1.625
test:cf:outcome_history:fresh_contexts:solvability:bg1:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg1:pattern0:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg1:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,test,0.1489087986406292,0.25
test:cf:outcome_history:fresh_contexts:solvability:bg1:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg1:pattern0:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg1:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,test,0.1489087986406292,0.625
test:cf:outcome_history:fresh_contexts:solvability:bg1:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg1:pattern1:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg1:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,test,-0.3261102690229782,-1.0
test:cf:outcome_history:fresh_contexts:solvability:bg1:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg1:pattern1:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg1:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,test,-0.326110269022978,-1.375
test:cf:outcome_history:fresh_contexts:solvability:bg2:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg2:pattern0:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg2:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,test,0.1489087986406292,0.25
test:cf:outcome_history:fresh_contexts:solvability:bg2:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg2:pattern0:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg2:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,test,0.1489087986406287,0.5
test:cf:outcome_history:fresh_contexts:solvability:bg2:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg2:pattern1:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg2:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,test,-0.3261102690229776,0.0
test:cf:outcome_history:fresh_contexts:solvability:bg2:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg2:pattern1:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg2:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,test,-0.3261102690229779,-0.375
test:cf:outcome_history:fresh_contexts:solvability:bg3:pattern0:outcome_history:continue_x,fresh_contexts:solvability:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg3:pattern0:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg3:pattern0:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,test,0.1489087986406287,0.125
test:cf:outcome_history:fresh_contexts:solvability:bg3:pattern0:outcome_history:continue_y,fresh_contexts:solvability:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg3:pattern0:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg3:pattern0:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,test,0.1489087986406292,0.25
test:cf:outcome_history:fresh_contexts:solvability:bg3:pattern1:outcome_history:continue_x,fresh_contexts:solvability:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg3:pattern1:outcome_history:member-1-m0,test:fresh_contexts:solvability:bg3:pattern1:outcome_history:member1-m0,solvability,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,test,-0.3261102690229777,-0.125
test:cf:outcome_history:fresh_contexts:solvability:bg3:pattern1:outcome_history:continue_y,fresh_contexts:solvability:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:solvability:bg3:pattern1:outcome_history:member-1-m1,test:fresh_contexts:solvability:bg3:pattern1:outcome_history:member1-m1,solvability,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,test,-0.3261102690229778,-0.5
test:cf:outcome_history:fresh_contexts:waiting:bg0:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg0:pattern0:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg0:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,test,0.0343095698494854,0.0
test:cf:outcome_history:fresh_contexts:waiting:bg0:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg0:pattern0:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg0:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,test,0.0343095698494854,0.375
test:cf:outcome_history:fresh_contexts:waiting:bg0:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg0:pattern1:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg0:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,test,-0.0751379579703734,0.125
test:cf:outcome_history:fresh_contexts:waiting:bg0:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg0:pattern1:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg0:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,test,-0.0751379579703733,-0.25
test:cf:outcome_history:fresh_contexts:waiting:bg1:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg1:pattern0:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg1:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,test,0.0343095698494854,0.125
test:cf:outcome_history:fresh_contexts:waiting:bg1:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg1:pattern0:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg1:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,test,0.0343095698494854,0.125
test:cf:outcome_history:fresh_contexts:waiting:bg1:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg1:pattern1:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg1:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,test,-0.0751379579703733,0.0
test:cf:outcome_history:fresh_contexts:waiting:bg1:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg1:pattern1:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg1:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,test,-0.0751379579703733,-0.25
test:cf:outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg2:pattern0:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg2:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,test,0.0343095698494855,-0.125
test:cf:outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg2:pattern0:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg2:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,test,0.0343095698494854,0.25
test:cf:outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg2:pattern1:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg2:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,test,-0.0751379579703732,0.0
test:cf:outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg2:pattern1:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg2:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,test,-0.0751379579703733,-0.25
test:cf:outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_x,fresh_contexts:waiting:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg3:pattern0:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg3:pattern0:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,test,0.0343095698494855,0.125
test:cf:outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_y,fresh_contexts:waiting:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg3:pattern0:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg3:pattern0:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,test,0.0343095698494855,0.25
test:cf:outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_x,fresh_contexts:waiting:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg3:pattern1:outcome_history:member-1-m0,test:fresh_contexts:waiting:bg3:pattern1:outcome_history:member1-m0,waiting,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,test,-0.0751379579703734,0.125
test:cf:outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_y,fresh_contexts:waiting:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,test:fresh_contexts:waiting:bg3:pattern1:outcome_history:member-1-m1,test:fresh_contexts:waiting:bg3:pattern1:outcome_history:member1-m1,waiting,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,test,-0.075137957970373,-0.125
