pair_id,task_family,pair_split,target_variable,natural_source_logit,natural_base_logit,natural_effect
cf:contextual_outcome_history:fresh_contexts:waiting:bg1:pattern1:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,0.75,1.25,-0.5
cf:contextual_outcome_history:fresh_contexts:waiting:bg1:pattern2:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,1.25,1.125,0.125
cf:contextual_outcome_history:fresh_contexts:waiting:bg1:pattern2:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,0.75,0.5,0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg1:pattern3:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,1.375,1.875,-0.5
cf:contextual_outcome_history:fresh_contexts:waiting:bg1:pattern3:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,0.75,1.25,-0.5
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-2.125,-2.625,0.5
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-2.25,-2.5,0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-1.875,-2.0,0.125
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-2.0,-2.0,0.0
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern2:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-2.25,-2.625,0.375
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern2:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-2.0,-2.5,0.5
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern3:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-2.125,-2.25,0.125
cf:contextual_outcome_history:fresh_contexts:waiting:bg2:pattern3:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-1.875,-2.125,0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-1.0,-1.625,0.625
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-0.875,-1.25,0.375
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-1.0,-0.75,-0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-1.0,-0.75,-0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern2:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-1.25,-1.5,0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern2:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-1.0,-1.25,0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern3:outcome_history:continue_x,waiting,mech_task_holdout,contextual_outcome_history,-1.125,-0.875,-0.25
cf:contextual_outcome_history:fresh_contexts:waiting:bg3:pattern3:outcome_history:continue_y,waiting,mech_task_holdout,contextual_outcome_history,-1.0,-0.875,-0.125
cf:outcome_history:fresh_contexts:bandit:bg0:pattern0:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,-0.25,-1.125,0.875
cf:outcome_history:fresh_contexts:bandit:bg0:pattern0:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,0.125,-0.625,0.75
cf:outcome_history:fresh_contexts:bandit:bg0:pattern1:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,0.125,0.75,-0.625
cf:outcome_history:fresh_contexts:bandit:bg0:pattern1:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,0.375,0.875,-0.5
cf:outcome_history:fresh_contexts:bandit:bg0:pattern2:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,-0.5,-1.125,0.625
cf:outcome_history:fresh_contexts:bandit:bg0:pattern2:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,-0.125,-0.625,0.5
cf:outcome_history:fresh_contexts:bandit:bg0:pattern3:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,-0.25,0.125,-0.375
cf:outcome_history:fresh_contexts:bandit:bg0:pattern3:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,0.0,0.5,-0.5
cf:outcome_history:fresh_contexts:bandit:bg1:pattern0:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,-0.875,-1.25,0.375
cf:outcome_history:fresh_contexts:bandit:bg1:pattern0:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,-0.5,-1.125,0.625
cf:outcome_history:fresh_contexts:bandit:bg1:pattern1:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,-0.625,-0.375,-0.25
cf:outcome_history:fresh_contexts:bandit:bg1:pattern1:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,-0.375,-0.125,-0.25
cf:outcome_history:fresh_contexts:bandit:bg1:pattern2:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,-0.875,-1.25,0.375
cf:outcome_history:fresh_contexts:bandit:bg1:pattern2:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,-0.625,-1.125,0.5
cf:outcome_history:fresh_contexts:bandit:bg1:pattern3:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,-0.75,-0.5,-0.25
cf:outcome_history:fresh_contexts:bandit:bg1:pattern3:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,-0.5,-0.25,-0.25
cf:outcome_history:fresh_contexts:bandit:bg2:pattern0:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,0.125,-0.5,0.625
cf:outcome_history:fresh_contexts:bandit:bg2:pattern0:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,0.25,-0.375,0.625
cf:outcome_history:fresh_contexts:bandit:bg2:pattern1:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,0.375,1.125,-0.75
cf:outcome_history:fresh_contexts:bandit:bg2:pattern1:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,0.625,1.125,-0.5
cf:outcome_history:fresh_contexts:bandit:bg2:pattern2:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,0.125,-0.5,0.625
cf:outcome_history:fresh_contexts:bandit:bg2:pattern2:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,0.125,-0.375,0.5
cf:outcome_history:fresh_contexts:bandit:bg2:pattern3:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,0.25,1.0,-0.75
cf:outcome_history:fresh_contexts:bandit:bg2:pattern3:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,0.375,1.0,-0.625
cf:outcome_history:fresh_contexts:bandit:bg3:pattern0:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,1.625,0.875,0.75
cf:outcome_history:fresh_contexts:bandit:bg3:pattern0:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,1.625,0.75,0.875
cf:outcome_history:fresh_contexts:bandit:bg3:pattern1:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,1.75,3.125,-1.375
cf:outcome_history:fresh_contexts:bandit:bg3:pattern1:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,1.75,3.25,-1.5
cf:outcome_history:fresh_contexts:bandit:bg3:pattern2:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,1.375,0.875,0.5
cf:outcome_history:fresh_contexts:bandit:bg3:pattern2:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,1.375,0.75,0.625
cf:outcome_history:fresh_contexts:bandit:bg3:pattern3:outcome_history:continue_x,bandit,mech_pair_test,outcome_history,1.375,2.5,-1.125
cf:outcome_history:fresh_contexts:bandit:bg3:pattern3:outcome_history:continue_y,bandit,mech_pair_test,outcome_history,1.375,2.75,-1.375
cf:outcome_history:fresh_contexts:debugging:bg0:pattern0:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,0.0,-0.75,0.75
cf:outcome_history:fresh_contexts:debugging:bg0:pattern0:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,0.125,-0.5,0.625
cf:outcome_history:fresh_contexts:debugging:bg0:pattern1:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.125,0.625,-0.75
cf:outcome_history:fresh_contexts:debugging:bg0:pattern1:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.125,0.25,-0.375
cf:outcome_history:fresh_contexts:debugging:bg0:pattern2:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.125,-0.75,0.625
cf:outcome_history:fresh_contexts:debugging:bg0:pattern2:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.125,-0.5,0.375
cf:outcome_history:fresh_contexts:debugging:bg0:pattern3:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.25,0.375,-0.625
cf:outcome_history:fresh_contexts:debugging:bg0:pattern3:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.25,0.125,-0.375
cf:outcome_history:fresh_contexts:debugging:bg1:pattern0:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-1.375,-2.0,0.625
cf:outcome_history:fresh_contexts:debugging:bg1:pattern0:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-1.0,-1.75,0.75
cf:outcome_history:fresh_contexts:debugging:bg1:pattern1:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-1.25,-1.0,-0.25
cf:outcome_history:fresh_contexts:debugging:bg1:pattern1:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-1.0,-0.75,-0.25
cf:outcome_history:fresh_contexts:debugging:bg1:pattern2:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-1.625,-2.125,0.5
cf:outcome_history:fresh_contexts:debugging:bg1:pattern2:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-1.25,-1.875,0.625
cf:outcome_history:fresh_contexts:debugging:bg1:pattern3:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-1.375,-1.25,-0.125
cf:outcome_history:fresh_contexts:debugging:bg1:pattern3:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-1.25,-1.0,-0.25
cf:outcome_history:fresh_contexts:debugging:bg2:pattern0:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.875,-1.625,0.75
cf:outcome_history:fresh_contexts:debugging:bg2:pattern0:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.5,-1.0,0.5
cf:outcome_history:fresh_contexts:debugging:bg2:pattern1:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-1.0,-0.375,-0.625
cf:outcome_history:fresh_contexts:debugging:bg2:pattern1:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.625,-0.25,-0.375
cf:outcome_history:fresh_contexts:debugging:bg2:pattern2:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-1.0,-1.625,0.625
cf:outcome_history:fresh_contexts:debugging:bg2:pattern2:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.5,-1.0,0.5
cf:outcome_history:fresh_contexts:debugging:bg2:pattern3:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.875,-0.375,-0.5
cf:outcome_history:fresh_contexts:debugging:bg2:pattern3:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.625,-0.25,-0.375
cf:outcome_history:fresh_contexts:debugging:bg3:pattern0:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.375,-1.0,0.625
cf:outcome_history:fresh_contexts:debugging:bg3:pattern0:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.5,-1.125,0.625
cf:outcome_history:fresh_contexts:debugging:bg3:pattern1:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.5,0.125,-0.625
cf:outcome_history:fresh_contexts:debugging:bg3:pattern1:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.625,-0.375,-0.25
cf:outcome_history:fresh_contexts:debugging:bg3:pattern2:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.625,-1.375,0.75
cf:outcome_history:fresh_contexts:debugging:bg3:pattern2:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.75,-1.25,0.5
cf:outcome_history:fresh_contexts:debugging:bg3:pattern3:outcome_history:continue_x,debugging,mech_pair_test,outcome_history,-0.5,0.0,-0.5
cf:outcome_history:fresh_contexts:debugging:bg3:pattern3:outcome_history:continue_y,debugging,mech_pair_test,outcome_history,-0.5,-0.25,-0.25
cf:outcome_history:fresh_contexts:effort:bg0:pattern0:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-0.25,-0.5,0.25
cf:outcome_history:fresh_contexts:effort:bg0:pattern0:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,0.0,-0.5,0.5
cf:outcome_history:fresh_contexts:effort:bg0:pattern1:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,0.25,0.5,-0.25
cf:outcome_history:fresh_contexts:effort:bg0:pattern1:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,0.125,0.375,-0.25
cf:outcome_history:fresh_contexts:effort:bg0:pattern2:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-0.25,-0.625,0.375
cf:outcome_history:fresh_contexts:effort:bg0:pattern2:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-0.25,-0.5,0.25
cf:outcome_history:fresh_contexts:effort:bg0:pattern3:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,0.0,0.25,-0.25
cf:outcome_history:fresh_contexts:effort:bg0:pattern3:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-0.125,0.125,-0.25
cf:outcome_history:fresh_contexts:effort:bg1:pattern0:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-2.0,-2.5,0.5
cf:outcome_history:fresh_contexts:effort:bg1:pattern0:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-1.25,-1.875,0.625
cf:outcome_history:fresh_contexts:effort:bg1:pattern1:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-1.75,-1.875,0.125
cf:outcome_history:fresh_contexts:effort:bg1:pattern1:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-1.25,-1.375,0.125
cf:outcome_history:fresh_contexts:effort:bg1:pattern2:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-2.0,-2.375,0.375
cf:outcome_history:fresh_contexts:effort:bg1:pattern2:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-1.25,-1.875,0.625
cf:outcome_history:fresh_contexts:effort:bg1:pattern3:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-1.875,-1.625,-0.25
cf:outcome_history:fresh_contexts:effort:bg1:pattern3:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-1.25,-1.375,0.125
cf:outcome_history:fresh_contexts:effort:bg2:pattern0:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,0.0,-0.375,0.375
cf:outcome_history:fresh_contexts:effort:bg2:pattern0:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,0.0,-0.25,0.25
cf:outcome_history:fresh_contexts:effort:bg2:pattern1:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,0.25,0.625,-0.375
cf:outcome_history:fresh_contexts:effort:bg2:pattern1:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,0.125,0.25,-0.125
cf:outcome_history:fresh_contexts:effort:bg2:pattern2:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-0.125,-0.625,0.5
cf:outcome_history:fresh_contexts:effort:bg2:pattern2:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,0.0,-0.5,0.5
cf:outcome_history:fresh_contexts:effort:bg2:pattern3:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,0.125,0.375,-0.25
cf:outcome_history:fresh_contexts:effort:bg2:pattern3:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-0.125,0.125,-0.25
cf:outcome_history:fresh_contexts:effort:bg3:pattern0:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-0.375,-0.875,0.5
cf:outcome_history:fresh_contexts:effort:bg3:pattern0:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-0.25,-0.625,0.375
cf:outcome_history:fresh_contexts:effort:bg3:pattern1:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-0.125,0.0,-0.125
cf:outcome_history:fresh_contexts:effort:bg3:pattern1:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,0.0,0.0,0.0
cf:outcome_history:fresh_contexts:effort:bg3:pattern2:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-0.625,-1.0,0.375
cf:outcome_history:fresh_contexts:effort:bg3:pattern2:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-0.375,-0.75,0.375
cf:outcome_history:fresh_contexts:effort:bg3:pattern3:outcome_history:continue_x,effort,mech_task_holdout,outcome_history,-0.375,-0.125,-0.25
cf:outcome_history:fresh_contexts:effort:bg3:pattern3:outcome_history:continue_y,effort,mech_task_holdout,outcome_history,-0.25,-0.125,-0.125
cf:outcome_history:fresh_contexts:foraging:bg0:pattern0:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-0.875,-1.25,0.375
cf:outcome_history:fresh_contexts:foraging:bg0:pattern0:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-0.375,-0.625,0.25
cf:outcome_history:fresh_contexts:foraging:bg0:pattern1:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-0.375,-0.125,-0.25
cf:outcome_history:fresh_contexts:foraging:bg0:pattern1:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-0.25,-0.125,-0.125
cf:outcome_history:fresh_contexts:foraging:bg0:pattern2:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-0.875,-1.375,0.5
cf:outcome_history:fresh_contexts:foraging:bg0:pattern2:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-0.5,-0.625,0.125
cf:outcome_history:fresh_contexts:foraging:bg0:pattern3:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-0.625,-0.375,-0.25
cf:outcome_history:fresh_contexts:foraging:bg0:pattern3:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-0.5,-0.25,-0.25
cf:outcome_history:fresh_contexts:foraging:bg1:pattern0:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.625,0.0,0.625
cf:outcome_history:fresh_contexts:foraging:bg1:pattern0:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.625,0.375,0.25
cf:outcome_history:fresh_contexts:foraging:bg1:pattern1:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.75,1.625,-0.875
cf:outcome_history:fresh_contexts:foraging:bg1:pattern1:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.875,1.5,-0.625
cf:outcome_history:fresh_contexts:foraging:bg1:pattern2:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.25,-0.25,0.5
cf:outcome_history:fresh_contexts:foraging:bg1:pattern2:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.5,0.25,0.25
cf:outcome_history:fresh_contexts:foraging:bg1:pattern3:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.625,1.375,-0.75
cf:outcome_history:fresh_contexts:foraging:bg1:pattern3:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.75,1.25,-0.5
cf:outcome_history:fresh_contexts:foraging:bg2:pattern0:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.375,-0.125,0.5
cf:outcome_history:fresh_contexts:foraging:bg2:pattern0:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.375,0.125,0.25
cf:outcome_history:fresh_contexts:foraging:bg2:pattern1:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.5,1.25,-0.75
cf:outcome_history:fresh_contexts:foraging:bg2:pattern1:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.625,1.0,-0.375
cf:outcome_history:fresh_contexts:foraging:bg2:pattern2:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.0,-0.625,0.625
cf:outcome_history:fresh_contexts:foraging:bg2:pattern2:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.25,0.0,0.25
cf:outcome_history:fresh_contexts:foraging:bg2:pattern3:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,0.25,0.875,-0.625
cf:outcome_history:fresh_contexts:foraging:bg2:pattern3:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,0.25,0.625,-0.375
cf:outcome_history:fresh_contexts:foraging:bg3:pattern0:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-1.75,-2.375,0.625
cf:outcome_history:fresh_contexts:foraging:bg3:pattern0:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-1.25,-1.625,0.375
cf:outcome_history:fresh_contexts:foraging:bg3:pattern1:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-1.625,-1.25,-0.375
cf:outcome_history:fresh_contexts:foraging:bg3:pattern1:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-1.0,-0.875,-0.125
cf:outcome_history:fresh_contexts:foraging:bg3:pattern2:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-2.0,-2.375,0.375
cf:outcome_history:fresh_contexts:foraging:bg3:pattern2:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-1.375,-1.625,0.25
cf:outcome_history:fresh_contexts:foraging:bg3:pattern3:outcome_history:continue_x,foraging,mech_pair_test,outcome_history,-1.75,-1.5,-0.25
cf:outcome_history:fresh_contexts:foraging:bg3:pattern3:outcome_history:continue_y,foraging,mech_pair_test,outcome_history,-1.25,-1.0,-0.25
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.625,-1.625,0.0
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.0,-1.25,0.25
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.75,-2.0,0.25
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.25,-1.375,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern2:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.625,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern2:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.125,-1.25,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern3:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.75,-1.75,0.0
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern3:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.25,-1.5,0.25
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.625,-1.625,0.0
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.125,-1.25,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-2.125,-2.5,0.375
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern1:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.875,0.375
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern2:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.375,-1.5,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern2:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.125,-1.25,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern3:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-2.0,-2.125,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern3:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.75,0.25
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.625,-1.75,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern0:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.25,-1.625,0.375
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.875,-1.875,0.0
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern1:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.625,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern2:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.625,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern2:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.625,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern3:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.625,-1.625,0.0
cf:outcome_history:fresh_contexts:information_sampling:bg2:pattern3:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.625,-1.625,0.0
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.375,-1.5,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern0:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.25,-1.375,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.625,-1.75,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern1:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.625,0.125
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern2:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.25,-1.5,0.25
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern2:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.25,-1.625,0.375
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern3:outcome_history:continue_x,information_sampling,mech_task_holdout,outcome_history,-1.375,-1.75,0.375
cf:outcome_history:fresh_contexts:information_sampling:bg3:pattern3:outcome_history:continue_y,information_sampling,mech_task_holdout,outcome_history,-1.5,-1.75,0.25
cf:outcome_history:fresh_contexts:solvability:bg0:pattern0:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-2.125,-3.0,0.875
cf:outcome_history:fresh_contexts:solvability:bg0:pattern0:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,-1.125,-2.25,1.125
cf:outcome_history:fresh_contexts:solvability:bg0:pattern1:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-1.5,-1.25,-0.25
cf:outcome_history:fresh_contexts:solvability:bg0:pattern1:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,-0.625,-0.75,0.125
cf:outcome_history:fresh_contexts:solvability:bg0:pattern2:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-2.0,-2.875,0.875
cf:outcome_history:fresh_contexts:solvability:bg0:pattern2:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,-1.25,-2.25,1.0
