section,task_family,item,value,status,sd,minimum,maximum
standardized_distribution,waiting,continuation_advantage__available,0.0,audited,0.0,0.0,0.0
standardized_distribution,waiting,history_action_1,-0.0037415836921419958,audited,0.9982801038355088,-1.547123918126103,0.9046491617175607
standardized_distribution,waiting,history_action_1__available,-0.008775710803581343,audited,1.0046006695862562,-1.6615397334139086,0.6018513911460469
standardized_distribution,waiting,history_action_kernel,-0.016742510542054112,audited,1.026403017528595,-1.50011126885501,2.175711723824803
standardized_distribution,waiting,history_action_kernel__available,-0.008775710803581343,audited,1.0046006695862562,-1.6615397334139086,0.6018513911460469
standardized_distribution,waiting,history_outcome_1,-0.014144453798433359,audited,1.0067248600053147,-1.3742604603708957,1.2931980922015525
standardized_distribution,waiting,history_outcome_1__available,-0.008775710803581343,audited,1.0046006695862562,-1.6615397334139086,0.6018513911460469
standardized_distribution,waiting,history_outcome_kernel,-0.0077822093012061624,audited,1.0036183060009223,-2.130429843609494,2.0173439802972144
standardized_distribution,waiting,history_outcome_kernel__available,-0.008775710803581343,audited,1.0046006695862562,-1.6615397334139086,0.6018513911460469
standardized_distribution,waiting,response_mapping,0.0,audited,1.0,-1.0,1.0
standardized_distribution,waiting,response_mapping__available,0.0,audited,0.0,0.0,0.0
persistence_logit_scale,bandit,persistence_logit,0.2303719008264463,audited,1.1590654433875387,-2.75,5.125
persistence_logit_scale,debugging,persistence_logit,-0.9273648648648649,audited,0.9859878798539458,-4.375,2.5
persistence_logit_scale,effort,persistence_logit,-0.18231016873889877,audited,1.0540296773653643,-3.5,4.375
persistence_logit_scale,foraging,persistence_logit,-0.19549418604651161,audited,1.1203031757924755,-3.25,4.25
persistence_logit_scale,information_sampling,persistence_logit,-1.6667035398230088,audited,0.5146192708884603,-3.875,-0.5
persistence_logit_scale,solvability,persistence_logit,0.12690582959641256,audited,1.35990357581946,-3.375,5.0
persistence_logit_scale,waiting,persistence_logit,-0.7553675809352518,audited,0.9890837091137716,-3.5,3.125
response_mapping,information_sampling,semantic_mapping_gap_mean,0.33786008230452674,correct,,,1.875
condition_distribution,bandit,unique_factor_combinations,460,audited,,,
condition_distribution,debugging,unique_factor_combinations,571,audited,,,
condition_distribution,effort,unique_factor_combinations,571,audited,,,
condition_distribution,foraging,unique_factor_combinations,582,audited,,,
condition_distribution,information_sampling,unique_factor_combinations,545,audited,,,
condition_distribution,solvability,unique_factor_combinations,579,audited,,,
condition_distribution,waiting,unique_factor_combinations,462,audited,,,
